微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
榆芽儿,08月17日 22:31,//weibo.com/7287243135/M1vbE2zEd?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安?? ?,yellow,0,0,2
翎柒呀,08月17日 22:31,//weibo.com/6581584576/M1vbDoKNz?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#  ????一切平安 ?,yellow,0,0,2
北京有雪100805,08月17日 22:31,//weibo.com/2976109634/M1vbChcOk?refer_flag=1001030103_,#重庆涪陵突发山火#一定要平安 火快快灭掉??? ?,yellow,0,0,1
樱z茔,08月17日 22:31,//weibo.com/2715109481/M1vbxyvcA?refer_flag=1001030103_,#重庆山火#希望尽快扑灭，大家都没事? ?,yellow,0,0,0
议科技,08月17日 22:31,//weibo.com/1960660265/M1vbxvcSR?refer_flag=1001030103_,从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）#财经# ????#议科技# ?,yellow,0,0,0
一口吃掉鱼mua,08月17日 22:31,//weibo.com/6964174962/M1vbwmAqR?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,2
每日经济新闻,08月17日 22:31,//weibo.com/1649173367/M1vbwia9m?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报） LNBD视频的微博视频 ?,blue,3,1,11
姒文han,08月17日 22:31,//weibo.com/7447704440/M1vbw0AB4?refer_flag=1001030103_,#重庆涪陵突发山火# 英雄们一定要保护好自己，注意安全 ?,yellow,0,0,3
青春龙泉驿,08月17日 22:31,//weibo.com/2035428610/M1vbv8qSw?refer_flag=1001030103_,#重庆出现刺鼻异味的原因找到了#【突遇森林火灾如何逃生自救】山火发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，哪怕是专业的救火队员，都难以预料险情如何发展。面对危险，想要成功逃生，关键是要想办法逃开高危环境、迅速避险……戳视频↓↓↓学习更多森林火灾逃生小知识！L国家应急广播的微博视频 #重庆涪陵突发山火# 收起d,blue,0,8,4
手机上的新浪,08月17日 22:31,//weibo.com/1712686623/M1vbu2054?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻） ????,blue,2,1,4
新浪新闻,08月17日 22:31,//weibo.com/2028810631/M1vbu1ZMX?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻） ????,blue,18,52,172
河北新闻网,08月17日 22:31,//weibo.com/2698146894/M1vbtqlI5?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）  L人民日报的微博视频 ?,blue,0,0,3
佩奇大冒险,08月17日 22:31,//weibo.com/7364803240/M1vbsrCR7?refer_flag=1001030103_,重庆这个天气，我前两天看到很多地方树都烤焦了，结果今天发生了3处山火，可怕 ?,yellow,0,0,6
秋叶飘飘20170,08月17日 22:30,//weibo.com/7463138803/M1vbkfHMl?refer_flag=1001030103_,#涪陵山火#消防员平安！重庆平安！ ?,yellow,0,0,0
黑眼圈小M,08月17日 22:30,//weibo.com/1874472804/M1vbgEymm?refer_flag=1001030103_,#涪陵山火#愿平安！群里面看了好多视频，太吓人了。重庆人民无法承受更多 ?,yellow,0,0,0
朱长元,08月17日 22:30,//weibo.com/2665177402/M1vbdpEOC?refer_flag=1001030103_,#重庆涪陵突发山火#【今天晚上，重庆涪陵北山坪突发山火 】  O愿平安！重庆涪陵北山坪突发山火 ?,yellow,1,0,1
红星新闻,08月17日 22:30,//weibo.com/6105713761/M1vbbFmS9?refer_flag=1001030103_,#重庆涪陵突发山火暂无人员伤亡#【#重庆涪陵区突发山火#  消防正在现场扑救】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。#涪陵官方回应山火情况##涪陵山火最新情况##涪陵山火# #重庆涪陵突发山火# L红星新闻的微博视频 收起d,blue,8,13,55
红红红红呦,08月17日 22:30,//weibo.com/5604663261/M1vbarea2?refer_flag=1001030103_,#重庆涪陵突发山火#希望没事 ?,yellow,0,0,0
新浪新闻滚动,08月17日 22:30,//weibo.com/7750822151/M1vb3mSK1?refer_flag=1001030103_,【#重庆涪陵区发生山火 消防正在现场扑救#】今日下午，重庆涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。@新浪新闻 O重庆涪陵区发生山火 消防正在现场扑救 ?,blue,0,0,1
李清照的迷妹2021,08月17日 22:29,//weibo.com/5947765703/M1vaW0UmP?refer_flag=1001030103_,愿平安！重庆涪陵北山坪突发山火@新浪财经 O愿平安！重庆涪陵北山坪突发山火 ?,yellow,0,1,2
青青子衿_13,08月17日 22:29,//weibo.com/5681329016/M1vaVrsQ0?refer_flag=1001030103_,#重庆涪陵突发山火#图片为转载希望他们站在光里叫英雄的次数能少一些下点雨吧愿平安！！ ?,yellow,1,0,37
诗沂妹妹,08月17日 22:29,//weibo.com/7531293020/M1vaVqlFe?refer_flag=1001030103_,#重庆涪陵突发山火#涪陵城里两座山一起燃了，全区好像有四五处@人民日报 ?,yellow,0,0,8
维维呀7788,08月17日 22:29,//weibo.com/3942653735/M1vaV7FPy?refer_flag=1001030103_,愿平安?#重庆山火# ?,yellow,0,0,0
普安检察,08月17日 22:29,//weibo.com/5619250349/M1vaOkTER?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋） ???,blue,0,0,0
哎呀ZHh,08月17日 22:29,//weibo.com/1884861143/M1vaNqxUJ?refer_flag=1001030103_,#重庆涪陵突发山火#消防员们一定都要平平安安的回来??? ?,yellow,0,0,2
没什么的53770,08月17日 22:29,//weibo.com/6615169924/M1vaK8kLp?refer_flag=1001030103_,#重庆涪陵突发山火#平平安安? ?,yellow,0,0,0
四川观察,08月17日 22:29,//weibo.com/3203137375/M1vaK8kSQ?refer_flag=1001030103_,【#重庆涪陵山火最新情况#】#重庆涪陵山火现场#记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）?L人民日报的微博视频 ???#涪陵山火# ?,blue,10,19,52
莲子豆豆,08月17日 22:29,//weibo.com/1950292293/M1vaJyUNZ?refer_flag=1001030103_,愿平安！#重庆涪陵突发山火# 8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。 ???,yellow,0,1,0
靖姝苏,08月17日 22:29,//weibo.com/5718614634/M1vaHfro9?refer_flag=1001030103_,#涪陵山火##重庆你再热就不礼貌了# 站在光里的英雄，希望救火的英雄蓝朋友们一个不少的全都回来，辛苦了！愿平安一切以官方通报为准 @中国消防 @重庆消防 ?,gold,18,0,39
江西吃货余干事,08月17日 22:29,//weibo.com/6180111972/M1vaFpFmY?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,yellow,0,2,1
7X24财经,08月17日 22:29,//weibo.com/7412652167/M1vaEwpsq?refer_flag=1001030103_,【重庆涪陵区发生山火，消防正在现场扑救】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。（央视） ?,yellow,0,0,0
房子的小小小崽子号,08月17日 22:28,//weibo.com/6675243290/M1vaxt9qk?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
知轩否,08月17日 22:28,//weibo.com/7504097284/M1vaxarvG?refer_flag=1001030103_,#重庆涪陵发生山火# 保佑?????没有人员伤亡，消防人员都要平平安安的 L知轩否的微博视频 ?,yellow,0,0,0
肖颖立刻赞,08月17日 22:28,//weibo.com/7276010033/M1vawkvYv?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安！ ?,yellow,0,0,0
爱看头条,08月17日 22:28,//weibo.com/1892327960/M1vatkZZq?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】8月17日晚，重庆涪陵北山坪突发山火，后续情况正在了解中。@人民日报 L人民日报的微博视频 ???,blue,1,2,1
央视新闻,08月17日 22:28,//weibo.com/2656274875/M1vapvxGC?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,3774,6259,34912
墓道猫,08月17日 22:28,//weibo.com/3052673961/M1van6yCg?refer_flag=1001030103_,网传：重庆涪陵突发山火？ ?,gold,2,5,14
宁波本地事,08月17日 22:28,//weibo.com/7276582927/M1vamziJz?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,yellow,0,0,1
Lllllllsks,08月17日 22:28,//weibo.com/6261671697/M1valiYlY?refer_flag=1001030103_,#重庆涪陵突发山火#准确来说是三处都起火了，8.12号的时候就有一处再冒浓烟，然后没怎么燃起来，今天有两处起火了，北坪山和大凉山，听说天子殿也烧起来了希望所有人都平安 ?,yellow,0,2,1
文文xiao1005,08月17日 22:28,//weibo.com/3855712115/M1valiY3U?refer_flag=1001030103_,#涪陵山火#重庆最近天气太干燥了，快下雨吧消防哥哥们一定要注意安全，愿平安??? ?,yellow,0,0,0
重庆时间Live,08月17日 22:28,//weibo.com/1770646782/M1vai9zmL?refer_flag=1001030103_,重庆 #涪陵山火# 刚才，重庆涪陵突发山火，愿平安！ 2重庆 ?,yellow,1,6,8
盛夏暖洋洋,08月17日 22:28,//weibo.com/2191524845/M1vahtxrR?refer_flag=1001030103_,重庆河都干了，这个时候山火真是怕什么来什么，唉……看附近好像还有居民，希望不要有人员伤亡? ?,yellow,0,2,0
一路向斌带,08月17日 22:28,//weibo.com/3112074667/M1vaegNP5?refer_flag=1001030103_,《愿平安！重庆涪陵突发山火》记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。O网页链接 ?,yellow,0,0,0
郑州晚报,08月17日 22:28,//weibo.com/2034347300/M1vadBTj0?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。@人民日报 L人民日报的微博视频 ?,blue,0,1,3
北京日报都视频,08月17日 22:27,//weibo.com/2145917613/M1vaass0T?refer_flag=1001030103_,【突发！#重庆涪陵突发山火# 】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。愿平安！#涪陵山火# #都视频# L北京日报都视频的微博视频 ?,blue,0,0,3
快兰斯24小时财经直播,08月17日 22:27,//weibo.com/5051077448/M1va9gvHK?refer_flag=1001030103_,实时播报：【重庆涪陵区发生山火，消防正在现场扑救】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。（央视） ?,gold,0,0,4
热爱世间万物Ran,08月17日 22:27,//weibo.com/5249577212/M1va7rQ9v?refer_flag=1001030103_,#重庆涪陵突发山火#涪陵啊???希望所有救火的人员平安归来，希望没有人员伤亡，希望一且平安，早点扑灭山火??? ?,yellow,0,0,6
人民网,08月17日 22:27,//weibo.com/2286908003/M1va7dyq1?refer_flag=1001030103_,【愿平安！#重庆涪陵北山坪发生山火#】8月17日晚，重庆涪陵北山坪突发山火，后续情况正在了解中。#涪陵山火#@人民日报 L人民日报的微博视频 ?,blue,72,209,444
二不廬,08月17日 22:27,//weibo.com/1086978541/M1va2FReQ?refer_flag=1001030103_,【愿平安！重庆涪陵突发山火】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。O网页链接 ?,yellow,0,0,0
云财经,08月17日 22:27,//weibo.com/1680685707/M1v9QDnOU?refer_flag=1001030103_,实时快报：【#重庆涪陵区发生山火，消防正在现场扑救#】云财经讯，8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。（央视） ?,blue,1,1,3
破兰火锅在途中,08月17日 22:27,//weibo.com/6054211864/M1v9OfwFd?refer_flag=1001030103_,#重庆涪陵突发山火#愿所有消防员平安?真的太热了，希望没有人员伤亡??? ?,yellow,0,0,3
CHOSHOKI,08月17日 22:26,//weibo.com/5245910732/M1v9MeIUq?refer_flag=1001030103_,#重庆涪陵突发山火#安全第一，灭火人员安全归来? ?,yellow,0,0,0
柏ai燕燕yibo,08月17日 22:26,//weibo.com/5629921505/M1v9JuDtd?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安 ?,yellow,0,0,1
大湾区视频,08月17日 22:26,//weibo.com/7105384993/M1v9Jgkvu?refer_flag=1001030103_,【#重庆涪陵发生山火#：火焰蔓延半边山坡 浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。网友发布的视频显示，火焰蔓延半边山坡，现场浓烟滚滚。@沸点壹刻 L沸点壹刻的微博视频 ?,blue,0,0,0
4A苏小四,08月17日 22:26,//weibo.com/1715965461/M1v9I1575?refer_flag=1001030103_,愿人员平安#重庆涪陵突发山火# ?,yellow,0,1,2
我爱重庆,08月17日 22:26,//weibo.com/2416380664/M1v9Gj0lc?refer_flag=1001030103_,#重庆涪陵突发山火#8月17日晚，涪陵北山坪突发山火，愿平安。 L我爱重庆的微博视频 ?,yellow,6,29,46
你今天要来点咸鱼吗,08月17日 22:26,//weibo.com/2471509215/M1v9CFDKQ?refer_flag=1001030103_,#重庆山火# 能下雨吗 顶不住了 ?,yellow,0,1,3
Tiareare,08月17日 22:26,//weibo.com/5960411900/M1v9BiIcF?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安啊，不要有人受伤??? ?,yellow,0,0,0
中国侨网,08月17日 22:26,//weibo.com/5137261048/M1v9Aoogs?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】据@人民日报 消息，记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。L人民日报的微博视频 ?,blue,0,0,0
北京青年报,08月17日 22:26,//weibo.com/1749990115/M1v9xr2Zu?refer_flag=1001030103_,【#重庆涪陵发生山火暂无人员伤亡#】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。#重庆涪陵突发山火# #涪陵山火#（央视新闻） L青流视频的微博视频 ?,blue,1,5,9
Liucc_lucky,08月17日 22:26,//weibo.com/2691087113/M1v9vEAya?refer_flag=1001030103_,#重庆涪陵突发山火# 因为之前巴南尚峰物流配送中心起火，老公当天在现场还协调工作值班到九点，回来就跟我说消防员很辛苦很遭孽，所以最近我一直都有关注万惠文烈士，还有点难过。今天才从重庆送走一位英雄，希望今天抢救涪陵山火的各位逆行者都能平安回来！???加油！ 2重庆·龙洲湾商街 收起d,yellow,0,8,20
enjoyxxxv,08月17日 22:26,//weibo.com/5237677863/M1v9vkNl2?refer_flag=1001030103_,#涪陵山火#平安重庆真的闷热 ?,yellow,0,0,3
用户被爱情选望的角落,08月17日 22:26,//weibo.com/6427857574/M1v9qjo8N?refer_flag=1001030103_,#腾讯新闻# 愿平安！重庆涪陵突发山火O愿平安！重庆涪陵突发山火 来自@腾讯新闻 ?,yellow,0,0,0
我拿着一对王-,08月17日 22:26,//weibo.com/6311416450/M1v9ptt12?refer_flag=1001030103_,#重庆涪陵突发山火#  我的天???? ?,yellow,0,2,0
洋芋的卡哇伊,08月17日 22:25,//weibo.com/6997745950/M1v9jg78B?refer_flag=1001030103_,希望消防员们都能平安归来，再见青山#重庆涪陵突发山火# ?,yellow,0,1,1
平凡也温暖-,08月17日 22:25,//weibo.com/6477311226/M1v9jheQG?refer_flag=1001030103_,#重庆涪陵突发山火#小胡 是不是又匆匆忙忙去出警了呢 一定要平安啊 只要知道你平安就好 ?,yellow,0,0,0
没进去的林树杨,08月17日 22:25,//weibo.com/7486696739/M1v9gyd1i?refer_flag=1001030103_,#重庆涪陵突发山火#快点下雨吧 遭不住了 ?,yellow,0,0,1
尖沙咀丧坤,08月17日 22:25,//weibo.com/5369114621/M1v9ewlFi?refer_flag=1001030103_,#重庆涪陵突发山火#我的天，本来就热，现在还火上浇油..... ?,yellow,0,0,2
每天都被气到的yingying,08月17日 22:25,//weibo.com/5765157957/M1v9dzN9V?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安，消防人员注意安全啊！ ?,yellow,0,0,1
iris彩虹娃,08月17日 22:25,//weibo.com/5333533403/M1v9cq44e?refer_flag=1001030103_,#涪陵 山火#重庆，加油！小心用火呀，天干物燥的，没有10天了，坚持就是胜利！加油 ?,yellow,0,0,0
钱局长本人,08月17日 22:25,//weibo.com/6609612161/M1v9a3iSR?refer_flag=1001030103_,#涪陵山火#【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾） L人民日报的微博视频 ?,gold,0,1,4
北京日报,08月17日 22:25,//weibo.com/1893892941/M1v99sJgd?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）  L人民日报的微博视频 ???,blue,5,4,12
真儿思想先行,08月17日 22:25,//weibo.com/6083059023/M1v947z1K?refer_flag=1001030103_,愿平安！重庆涪陵北山坪突发山火 @新浪新闻 O愿平安！重庆涪陵北山坪突发山火 ?,yellow,0,0,0
灼烧感_,08月17日 22:25,//weibo.com/6805603713/M1v9301wO?refer_flag=1001030103_,#重庆涪陵突发山火#消防队员一定要平安归来啊还有附近的人家，居民，希望平安，减少损失 ?,yellow,0,0,0
Gordon_东,08月17日 22:24,//weibo.com/1313822572/M1v8ZpXWx?refer_flag=1001030103_,#腾讯新闻# 愿平安！重庆涪陵突发山火O网页链接 来自@腾讯新闻 太热了，要注意防火安全 ?,yellow,0,0,0
陈有涪想有福,08月17日 22:24,//weibo.com/5501474802/M1v8TfWvH?refer_flag=1001030103_,#重庆涪陵突发山火#一晚上烧三个地方?消防员要注意安全啊，平安归来 ?,yellow,0,1,16
北京晚报,08月17日 22:24,//weibo.com/1703371307/M1v8RtrUu?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中#】8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。#平安归来刷屏涪陵消防评论区#（央视新闻） L央视新闻的微博视频 ?,blue,6,19,124
三明消防,08月17日 22:24,//weibo.com/2412731132/M1v8Qz6IA?refer_flag=1001030103_,#重庆涪陵突发山火#【突遇森林火灾如何自救？这份自救指南请收好】①判断风向，逆风方向才是逃生方向；②不要往山顶方向跑；③用湿毛巾捂住口鼻，选择植被稀疏的路线；④若不幸引火上身，踩灭火苗或翻滚把火苗压灭。自救招数只能提高生存几率，提醒：千万不要在森林防火高危期违反野外用火规定！#三明消防云科普##涪陵山火# L央视新闻的酷燃视频 2三明 收起d,blue,28,78,131
土农伙,08月17日 22:24,//weibo.com/6605634818/M1v8Ppo4M?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ?,yellow,0,0,0
机海风云,08月17日 22:24,//weibo.com/2435407712/M1v8NkbLm?refer_flag=1001030103_,#重庆涪陵突发山火#重庆变态的高温居然烤出了山火?，水火无情，附近的小伙伴注意安全? #涪陵山火# ?,gold,0,1,7
林芝森林消防,08月17日 22:24,//weibo.com/7305894481/M1v8LxI5a?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。L人民日报的微博视频 ?,blue,0,12,4
静听泠泠松风寒,08月17日 22:24,//weibo.com/7396412708/M1v8KDo9a?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安??? ?,yellow,0,0,1
蓝鲸财经记者工作平台,08月17日 22:24,//weibo.com/1885454921/M1v8Jrr6W?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】据@人民日报 消息，记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。 L人民日报的微博视频 ?,blue,3,0,9
桉雾·默,08月17日 23:59,//weibo.com/7267869887/M1vLx4LAh?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#要平安归来啊 ?,yellow,0,0,0
等玖-DYJ,08月17日 23:59,//weibo.com/5971617634/M1vLtuHPu?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中##涪陵山火#望平安，不要受伤，也希望早点下雨 ?,yellow,0,0,1
贺楠楠xiaoxue,08月17日 23:59,//weibo.com/7367078504/M1vLr91DU?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿消防人员们平安归来? ?,yellow,0,0,0
我的意中人是个盖世英雄19787,08月17日 23:59,//weibo.com/7480956279/M1vLqj5Ju?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#??消防员平安 ?,yellow,0,0,0
云声声漫,08月17日 23:59,//weibo.com/5102353526/M1vLiBZqA?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#相关救火人员都要平安平安平安??? ?,yellow,0,0,0
Sanft_试图挣扎,08月17日 23:59,//weibo.com/5626314242/M1vLhaFo1?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#只能说珍惜当下了  全球变暖的极端天气现象已无法阻挡 ?,yellow,0,0,5
YI余生有你95,08月17日 23:59,//weibo.com/2006164553/M1vLgz0hr?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿所有救援的消防员都平安归来！ LYI余生有你95的微博视频 ?,gold,8,14,61
nancy茜茜茜,08月17日 23:59,//weibo.com/1223258844/M1vLfAgsG?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#榨菜之乡，挺住！借成渝一点冰块吧?！太热了！请给予户外工作者（建筑工人、出租司机、外卖小哥、环卫工人......）更多关注！ ?,yellow,0,0,2
Jeremy_鲸鱼,08月17日 23:59,//weibo.com/5599734542/M1vLedkN3?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿家乡平安 ?,yellow,0,0,0
刁蛮公主411711,08月17日 23:58,//weibo.com/2281587381/M1vL6qJIf?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
成都楼市报告,08月17日 23:58,//weibo.com/3099199311/M1vL5CZDc?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。愿平安！ L成都楼市报告的微博视频 ?,yellow,0,1,3
扭葫芦小星,08月17日 23:58,//weibo.com/7691037438/M1vL5AMIS?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊大家！ ?,yellow,0,0,1
用尽一切办法去睡你,08月17日 23:58,//weibo.com/5475536716/M1vL2CmYe?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望大家都平平安安?? ?,yellow,0,0,0
悦悦悦悦悦爱吃馒头,08月17日 23:58,//weibo.com/6601716722/M1vKVz793?refer_flag=1001030103_,#重庆山火#希望不要有伤亡人员?都要平平安安 ?,yellow,0,0,3
123酱紫_hz,08月17日 23:58,//weibo.com/5603125769/M1vKUCA7x?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安，消防战士要保护好自己??? ?,gold,0,0,8
一起打牌吧,08月17日 23:58,//weibo.com/7416847472/M1vKU3n6y?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！?? ?,yellow,0,0,0
碑林检察,08月17日 23:58,//weibo.com/3925831483/M1vKTbf5o?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,1,7,4
奶味糖糖1003,08月17日 23:58,//weibo.com/6591142822/M1vKOrrdE?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这么大的火，所有人一定都要平平安安! ?,yellow,0,0,0
如粟戎生如上帝,08月17日 23:58,//weibo.com/7762160238/M1vKKASlc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
jae_1992_ping,08月17日 23:58,//weibo.com/3005098751/M1vKKltJH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
相逢皆有时,08月17日 23:57,//weibo.com/7770750887/M1vKJ6gks?refer_flag=1001030103_,#重庆涪陵突发山火#希望所以人平安 ?,yellow,0,0,0
小葵是个欧皇,08月17日 23:57,//weibo.com/6593175366/M1vKHEG6V?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平平安安???下场雨吧 ?,yellow,0,0,0
没有名字的猹儿,08月17日 23:57,//weibo.com/7488592382/M1vKHBnxc?refer_flag=1001030103_,#涪陵山火#我能做些什么事情支持一下着火的地方吗？真的很喜欢重庆 急得睡不着一直在看热搜  ?,yellow,0,7,8
今天我一定要成功改掉用户名,08月17日 23:57,//weibo.com/2977376080/M1vKEpKFQ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#高温天气 ?,yellow,0,0,0
耳日页,08月17日 23:57,//weibo.com/7549043470/M1vKwFlHF?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#天啊，已经很热了，又来了山火，快快好起来吧? ?,yellow,0,2,3
鹅零鹅鹅_,08月17日 23:57,//weibo.com/5125200708/M1vKvyV0y?refer_flag=1001030103_,#涪陵山火#重庆好多地方起火我们老家今天也有两三起希望消防员安安全全的保护好自己?千万不要再有人员伤亡了 ?,yellow,0,0,1
今天喜欢北北了嘛,08月17日 23:57,//weibo.com/6671691319/M1vKvf6ZD?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#是不是因为天气太热了啊 消防员一定要注意安全啊 ?,yellow,0,3,7
华州检察,08月17日 23:57,//weibo.com/5361696317/M1vKrF3kx?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
重庆法治报,08月17日 23:57,//weibo.com/3268122913/M1vKpnMEK?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台央视记者伍黎明 杨洋）L央视新闻的微博视频 ???,yellow,1,0,0
