,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
121,棣棣的小粉,2022年08月22日 01:56,//weibo.com/7223664496/M28eScx5N?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望平平安安 ​,None,0,0,0
122,wszdjdsb,2022年08月22日 01:56,//weibo.com/7463726343/M28eRBZmt?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#一定要平安归来啊 ​,None,0,0,0
123,Vfe3044007526,2022年08月22日 01:56,//weibo.com/6036140993/M28eRkovd?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望所有人员一定要平平安安啊🙏🙏🙏🙏 ​,None,0,0,0
124,罗小黑是小黑猫,2022年08月22日 01:56,//weibo.com/5751023671/M28eOBndd?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#多来点人看看这个词条啊，哭了 ​,None,0,0,0
125,棣家小玲,2022年08月22日 01:56,//weibo.com/7597267602/M28eOn4zU?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#重庆快点下雨吧都要平平安安的注意安全 所有人 🙏 ​,None,0,0,0
126,-玫瑰薯片cu-,2022年08月22日 01:56,//weibo.com/7679295919/M28eOiG4b?refer_flag=1001030103_,#重庆山火#这个词条要是敢撤大眼仔我跟你拼命 ​,ip,0,0,0
127,墨梵梵梵,2022年08月22日 01:56,//weibo.com/7386167336/M28eO3hhW?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#一定要平安啊啊啊啊啊不要出事儿 ​,None,0,0,0
128,零叁小鱼儿,2022年08月22日 01:56,//weibo.com/7555269446/M28eNtPTa?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#一定要平安呀 ​,None,0,0,1
129,野生橘子鸭,2022年08月22日 01:56,//weibo.com/5747428940/M28eMk6qD?refer_flag=1001030103_,#四川泸州突发山火##贵州赤水山火##重庆涪陵北山坪山火复燃# 求求高温天赶快过去吧求求下大雨熄灭山火🙏🏻🙏🏻🙏🏻🙏🏻小动物遭殃了 ​,None,0,1,11
130,你今天消磁了嘛,2022年08月22日 01:56,//weibo.com/7399262774/M28eKuk1X?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#可以人工降雨嘛也许？ ​,None,0,0,0
131,nksmkksmk,2022年08月22日 01:56,//weibo.com/7747271739/M28eJ5bLQ?refer_flag=1001030103_,#重庆山火#平安🙏 ​,None,0,0,0
132,贞子不忘挖井人呢,2022年08月22日 01:56,//weibo.com/5447156853/M28eHuOnv?refer_flag=1001030103_,#重庆山火#杨家坪直港大道，此刻正躺在床上闻不晓得哪里飘起来的糊味 ​,None,0,0,4
133,徐uv,2022年08月22日 01:56,//weibo.com/7476702657/M28eHuOiT?refer_flag=1001030103_,#贵州赤水山火#！#重庆山火# ！#重庆巴南山火当地紧急招募志愿者# 注意安全注意安全 愿平安无事！！！！！ 领外不要再带王鹤棣的那条热搜了！我们都在降热搜 你们不要再带上去了！！！！ ​,None,0,0,0
134,唓咩咩,2022年08月22日 01:56,//weibo.com/5638472637/M28eGl4lx?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者##重庆山火##贵州赤水山火# ​,None,0,0,0
135,卷西斯,2022年08月22日 01:56,//weibo.com/3219536210/M28eG6M1M?refer_flag=1001030103_,#重庆山火#祈祷所有消防人员平安 还有不要再压热搜！ ​,None,0,0,0
136,四月天不爱秋裤,2022年08月22日 01:56,//weibo.com/7470216621/M28eFeDfl?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#家里都是一股烧焦的味道！ ​,ip,0,0,0
137,无鹅鹅,2022年08月22日 01:56,//weibo.com/5282057854/M28eEjc8H?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#志愿者和消防员加油加油 愿平平安安归来🙏 ​,None,0,3,8
138,蹦瞎卡拉卡嗨呀,2022年08月22日 01:55,//weibo.com/5104023179/M28eCtpRI?refer_flag=1001030103_,「重庆的现状：持续极端高温+一周十起山火+疫情封控」山火频发愿所有的救火英雄都平安～天佑重庆🙏 高温疫情山火快结束🔚 L蹦瞎卡拉卡嗨呀的微博视频 ​,None,0,0,0
139,破烂茅屋访孤僧,2022年08月22日 01:55,//weibo.com/6045704429/M28eBkMlU?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#志愿者，消防人员还有其他工作人员一定要注意安全呀，挺住，会度过难关的！🙏🙏🙏 ​,None,0,4,7
140,正直的小魔仙668,2022年08月22日 01:55,//weibo.com/6432036460/M28eBjGkn?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望山火早点灭掉，消防员和大家都能平平安安🙏🙏🙏给大家热度+1 ​,None,0,1,2
141,多喝点水的七号同学,2022年08月22日 01:55,//weibo.com/6137539534/M28eBkMcg?refer_flag=1001030103_,#重庆山火# 坐标北碚 空气里有烟味 2重庆·北碚区 ​,None,0,3,1
142,注定暴富的小曾同学·,2022年08月22日 01:55,//weibo.com/6442245284/M28eB4hkn?refer_flag=1001030103_,#重庆山火##重庆巴南区界石发生山火# 赶紧给重庆来一场雨吧！大家一定要平安归来！ 2重庆 L注定暴富的小曾同学·的微博视频 ​,None,0,0,0
143,X桀骜女孩,2022年08月22日 01:55,//weibo.com/6122943767/M28eA9Wrw?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#祝愿平平安安🙏🙏🙏 ​,None,0,0,0
144,脆弱敏感小蝴蝶bhbkx,2022年08月22日 01:55,//weibo.com/7508877259/M28eA8Qz9?refer_flag=1001030103_,重庆快点下雨吧 希望平平安安 山火太可怕了 ​,None,0,0,0
145,1314zdq,2022年08月22日 01:55,//weibo.com/5856202810/M28ezk0dy?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#上去 ​,None,0,0,0
146,张小鱼鱼鱼-x-,2022年08月22日 01:55,//weibo.com/2854641611/M28eziTP2?refer_flag=1001030103_,重庆山火 泸州自贡山火 赤水山火  今年夏天真的恼火  南充三区静态管理  西充从早上六点起 停电11个小时 小县城都停这么久  还不晓得乡底下是啥子情况 ​,None,0,2,0
147,把红给钟乐天,2022年08月22日 01:55,//weibo.com/5254786267/M28eymmCP?refer_flag=1001030103_,#重庆山火#好揪心，愿平安，早点好起来🙏🙏🙏 ​,None,0,0,3
148,你今天消磁了嘛,2022年08月22日 01:55,//weibo.com/7399262774/M28evtrUx?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#所有人平平安安平平安安 ​,None,0,0,0
149,奔跑吖脑壳,2022年08月22日 01:55,//weibo.com/1786200107/M28ev6lRJ?refer_flag=1001030103_,#重庆山火#被烟味熏醒了，希望重庆平平安安，消防战士平平安安 ​,None,0,3,3
150,囍嘻嘻嘻嘻嘻嘻嘻囍,2022年08月22日 01:55,//weibo.com/6297458036/M28euAcW1?refer_flag=1001030103_,#重庆山火#愿平安 #贵州赤水山火# 🙏🙏🙏🙏#王鹤棣 我们做到了# ​,ip,0,0,0
151,只喜欢猫的二,2022年08月22日 01:55,//weibo.com/2808632560/M28esv26Z?refer_flag=1001030103_,#重庆山火#拜托下场雨吧 这个山火燃得我好揪心 ​,ip,0,2,4
152,回答在举手-,2022年08月22日 01:55,//weibo.com/5514591440/M28erj5K3?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#平平安安🙏🙏🙏🙏🙏 ​,None,0,0,0
153,是董子呀,2022年08月22日 01:55,//weibo.com/7511240620/M28erj64C?refer_flag=1001030103_,"#重庆巴南山火当地紧急招募志愿者#愿重庆的山火赶快扑灭,望消防员平平安安🙏🙏🙏🙏 ​",None,0,0,0
154,太宰居居,2022年08月22日 01:55,//weibo.com/6608490840/M28epg7k4?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#大家注意安全！！上去！ ​,None,0,0,0
155,ooaynag,2022年08月22日 01:55,//weibo.com/7592814540/M28eoBb7J?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#愿所有人平安 ​,None,0,0,1
156,飞行器的失联周期,2022年08月22日 01:55,//weibo.com/5652688233/M28eo4bkS?refer_flag=1001030103_,#重庆山火#热搜dd 快点下雨吧！！吹风热浪都烫手！！ ​,None,0,2,1
157,预告y,2022年08月22日 01:55,//weibo.com/5462477608/M28emfvjg?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望志愿者们一切平安 ​,None,0,0,0
158,老中医JK,2022年08月22日 01:55,//weibo.com/6681511710/M28elosR4?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者# 已经停止招募，大家看最新消息，切勿私自去现场，造成交通堵塞 ​,None,0,0,0
159,唓咩咩,2022年08月22日 01:55,//weibo.com/5638472637/M28el5Lq6?refer_flag=1001030103_,#重庆山火##贵州赤水山火# ​,None,0,0,0
160,丢棣棣的撵,2022年08月22日 01:55,//weibo.com/6984023923/M28el4Fz9?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者##重庆巴南山火# #重庆# #热搜# 家人们关注一下吧 都关注一下 大家都很着急啊！！！！！！！！！！！#重庆巴南山火# ​,ip,0,0,0
161,三实姐姐09516,2022年08月22日 01:55,//weibo.com/2870328347/M28ekt1z5?refer_flag=1001030103_,重庆江津发生山火多部门正在扑救 当地居民：火已持续多日 O网页链接 ​,ip,0,0,0
162,我在月亮上夜班,2022年08月22日 01:55,//weibo.com/7726814380/M28ejD5C0?refer_flag=1001030103_,#王鹤棣 我们做到了#🙏#重庆巴南山火当地紧急招募志愿者# 希望各位路人朋友，多多关注#重庆山火# 相关话题！！粉丝也在尽力，不愿占用公共资源🙏望平安！ ​,None,0,2,0
163,甜甜橘子酱_z,2022年08月22日 01:55,//weibo.com/5094312225/M28ejATv6?refer_flag=1001030103_,#重庆山火#外面风真的好大，这风这么吹那火更不好灭了从小到大我都觉得我们重庆是一个很安全的城市，现在我是第一次感觉灾难离我这么近而且这么热的天，在现场救火的消防员还有志愿者啷个遭得住哦 ​,yellow,0,3,1
164,顺碗馄饨,2022年08月22日 01:55,//weibo.com/7418172516/M28ejh5D5?refer_flag=1001030103_,#重庆山火#希望大家都平平安安的！ ​,None,0,0,0
165,陶釉小阳春,2022年08月22日 01:55,//weibo.com/5253693816/M28ehfdxK?refer_flag=1001030103_,重庆山火好严重啊 ​,yellow,0,2,0
166,·甜极乳茶屋·,2022年08月22日 01:55,//weibo.com/7237658783/M28egn4vt?refer_flag=1001030103_,#重庆山火#真的很吓人 北碚的城区就在山下面 要是烧下来就不好了 现在全城的空气恐怕都有个焦臭味儿吧 ​,yellow,0,0,2
167,七月宵伽,2022年08月22日 01:55,//weibo.com/3988656795/M28efdkRj?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#消防员们注意安全！就近居民一定要提高警惕啊山火烧起来速度真的太快，很危险 ​,yellow,0,2,9
168,罗小黑是小黑猫,2022年08月22日 01:55,//weibo.com/5751023671/M28efb8EC?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#请大家不要私自前往，一切听从安排 ​,None,0,0,0
169,萌檬yu,2022年08月22日 01:54,//weibo.com/7246623985/M28edpL5M?refer_flag=1001030103_,#重庆山火#加油加油一切平安 ​,None,0,0,0
170,永远做不完作业的小梁同学,2022年08月22日 01:54,//weibo.com/7635513916/M28edoF1b?refer_flag=1001030103_,#重庆山火#愿平安，下点雨吧🌧️ ​,None,0,0,0
171,实现那份愿望,2022年08月22日 01:54,//weibo.com/7569415704/M28ech7ll?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#虽成为不了志愿者但愿平安无事 ​,None,0,1,3
172,-玫瑰薯片cu-,2022年08月22日 01:54,//weibo.com/7679295919/M28eceVej?refer_flag=1001030103_,#重庆山火#谢谢帮忙发声的大家，真的很感谢你们 ​,ip,0,5,6
173,悦悦该睡了zZ,2022年08月22日 01:54,//weibo.com/6801231548/M28eb1SDc?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望天灾快一点过去🙏 ​,None,0,0,1
174,小小小S欣,2022年08月22日 01:54,//weibo.com/5744023549/M28eabWPO?refer_flag=1001030103_,#重庆山火#希望山火早点熄灭🧯 志愿者和消防员一定要注意安全啊 ​,None,0,0,0
175,重生之我是棣棣迷妹版,2022年08月22日 01:54,//weibo.com/6259127526/M28ea8DYv?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#祈祷祈祷，高温干旱山火赶快过去！重庆这座英雄之城，一定要挺住！重庆的兄弟姐妹们你们一定要给我平安！保护好自己！照顾好自己！不许受伤！！ ​,None,0,0,0
176,凌晨三点的鱼哇,2022年08月22日 01:54,//weibo.com/3592389091/M28e900rJ?refer_flag=1001030103_,#重庆山火#希望大家都平安，要注意人身安全你们 ​,None,0,0,0
177,公孙玲依,2022年08月22日 01:54,//weibo.com/5937818393/M28e87RWC?refer_flag=1001030103_,#重庆山火#重庆这是要变成火焰山了吗 ​,None,0,0,0
178,不着四六ING,2022年08月22日 01:54,//weibo.com/5640419923/M28e6mumz?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油加油加油，所有的苦难终将过去，我们一定会获得胜利 ​,None,0,0,0
179,罗小黑是小黑猫,2022年08月22日 01:54,//weibo.com/5751023671/M28e60uLv?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#渣浪莫压热搜了，这不值一个爆吗 ​,None,0,0,0
180,上官带刀徐静怡,2022年08月22日 01:54,//weibo.com/6004606634/M28e61B0Q?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油加油 志愿者们也要注意安全 ​,None,0,1,2
181,小笨蛋88007,2022年08月22日 01:54,//weibo.com/7783005629/M28e64Tx8?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#上去上去 ​,None,0,0,0
182,乔乔一定会幸福,2022年08月22日 01:54,//weibo.com/5583138198/M28e5tfAK?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#想去身体不允许。志愿者和工作人员加油。一定平安，早日火灭。 ​,None,0,0,3
183,能把你吗骂复活,2022年08月22日 01:54,//weibo.com/6671631670/M28e4f74V?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者# ​,None,0,0,0
184,W_哒咘溜,2022年08月22日 01:54,//weibo.com/7274753178/M28e3Cnem?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#祈祷平安🙏🙏🙏🙏🙏🙏 ​,ip,0,0,0
185,情何以堪红尘,2022年08月22日 01:54,//weibo.com/6990407214/M28e3BhfW?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#志愿者和消防员们，一定要注意安全啊都要平平安安的 ​,yellow,0,0,1
186,凌晨三点的鱼哇,2022年08月22日 01:54,//weibo.com/3592389091/M28e28QmK?refer_flag=1001030103_,#重庆山火#太恐怖了吧 ​,None,0,0,1
187,带上小棣去上学,2022年08月22日 01:54,//weibo.com/7783718335/M28e1yiWV?refer_flag=1001030103_,#王鹤棣 我们做到了##贵州赤水山火##重庆巴南山火当地紧急招募志愿者# 希望大家可以看到贵州的山火 毕竟是人命关天的事情 ​,None,0,0,0
188,小愿想要瞬移,2022年08月22日 01:54,//weibo.com/7175120740/M28e1l62F?refer_flag=1001030103_,重庆山火 成都限电 杭州44度极端天气 ​,None,0,0,0
189,微饭君,2022年08月22日 01:54,//weibo.com/1661119430/M28e11iC4?refer_flag=1001030103_,家里突然闻到一股烟味，不清楚是不是北碚的山火的烟被风带来的，希望能早点扑灭吧，祝愿灭火人员全体平安！重庆实在是太热了！ ​,yellow,0,0,0
190,青椒要虎皮,2022年08月22日 01:54,//weibo.com/2393720793/M28e0qL56?refer_flag=1001030103_,#重庆山火#希望不要吹风了，山火能够及时灭掉。求下雨！ ​,None,0,0,1
191,rozyyy,2022年08月22日 01:54,//weibo.com/6482622684/M28e0oyDw?refer_flag=1001030103_,重庆现在属于是buff叠满了。。。高温➕干旱➕限电➕山火➕疫情➕封控，哎，什么时候是个头啊 ​,None,0,0,0
192,好想做个未成年,2022年08月22日 01:54,//weibo.com/5904393323/M28dYC5lD?refer_flag=1001030103_,#重庆山火#🙏#贵州赤水山火# 希望所有人平安 ​,yellow,0,0,3
193,熙语泠泠,2022年08月22日 01:54,//weibo.com/5716393109/M28dXuy3l?refer_flag=1001030103_,#重庆山火#我都不太敢睡觉了离我们这边真的蛮近的 ​,yellow,0,9,6
194,棣家小玲,2022年08月22日 01:54,//weibo.com/7597267602/M28dX7rVA?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#所有人都要平平安安 注意安全 火山退！退！退！🙏 ​,None,0,0,0
195,我主阿茶Kittyster,2022年08月22日 01:54,//weibo.com/5900799931/M28dWiBtR?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#所以还需要志愿者吗？我都打算买票过来了。扛点物资还是有体力的 ​,None,0,3,3
196,初夏微凉Dreamtraveler,2022年08月22日 01:54,//weibo.com/5681515089/M28dVogDn?refer_flag=1001030103_,#重庆巴南区界石发生山火#现在在家这边闻到一股好大的烧焦的味道，不知道是不是因为山火烟雾的原因，但是我这里离界石有11公里，烟能飘这么远吗 ​,ip,0,31,17
197,-海盐西柚0905-,2022年08月22日 01:54,//weibo.com/7391708181/M28dTgTXa?refer_flag=1001030103_,#重庆巴南山火##重庆涪陵北山坪山火复燃##重庆山火##贵州赤水山火# 想了好久还是要说出来。真的烧不动了……还有就是热搜能不能给一点到这种社会新闻啊…不想再看一些剧和明星的热搜了，烦了一天八百个热搜我真的会谢 ​,ip,1,1,1
198,烊光下的小景,2022年08月22日 01:54,//weibo.com/7362356895/M28dSs3Fa?refer_flag=1001030103_,#重庆山火#别压了 都看看吧🙏山火遇上大风真的很难啊希望救火人员和志愿者们都平安啊🙏 ​,yellow,0,2,1
199,Paresseaux,2022年08月22日 01:54,//weibo.com/5706474509/M28dRwC9m?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者##贵州赤水山火##四川泸州突发山火# 球球下雨吧 ​,None,0,0,0
200,Oct8102Y,2022年08月22日 01:54,//weibo.com/6778315129/M28dPqlqS?refer_flag=1001030103_,#重庆巴南区界石发生山火#希望平安啊天气太热 真的太容易中暑了🥵消防员还要去灭火求平安 ​,None,0,0,0
