,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
11742,鹿洁琉璃,08月24日 21:21,//weibo.com/1637254647/M2yIzqbkx?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城##一起守护这座城# 这个八月的重庆真的很难一次次冲破历史极值的高温，反反复复的疫情，四处突发的山火，还有因为极端炎热天气导致的干旱，和电力的严重短缺，现在的重庆真的在经历着巨大的挑战。但是倔强顽强的山城人民真的很棒，大家众志成城，一起克服这眼前的困难。每天刷抖音，刷微博，关注着，看到很多视频。消防人员，解放军，防疫人员，摩托车队志愿者，其他志愿者……每个重庆人民都在努力的与天灾做斗争。每次刷到那些视频，真的很心疼。 收起d,yellow,0,0,2,229
11743,金桔柠檬--水果茶,08月24日 21:21,//weibo.com/6234390711/M2yIvveZb?refer_flag=1001030103_,#重庆山火扑救现场#加油 ?,None,0,0,0,14
11744,琳维不乱,08月24日 21:20,//weibo.com/7519872181/M2yIqdjzy?refer_flag=1001030103_,这几天看到好多重庆山火的新闻，消防员们都太不容易也太危险了，如果老天爷你是定时定量下雨，能不能先给重庆有山火的地方下一场，四川和重庆其他地方都还能再挺一挺。 ?,None,0,0,0,80
11745,若尘726,08月24日 21:20,//weibo.com/6204840515/M2yIpAABE?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#希望重庆高温退去，疫情过去，山火熄灭 ?,yellow,0,0,0,36
11746,杯杯-,08月24日 21:20,//weibo.com/1707669867/M2yIopJC3?refer_flag=1001030103_,#重庆山火扑救现场#天呀，才知道，赶紧下个雨吧，希望消防战士和前线支援者注意安全 ?,None,0,0,0,42
11747,肖健的呆桃,08月24日 21:20,//weibo.com/5477118894/M2yIo9fdk?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#祈求雨神善待重庆，缓解重庆高温，希望尽快扑灭山火，英雄们平安归来！ 2广州 ?,yellow,2,3,93,55
11748,xx先先儿,08月24日 21:20,//weibo.com/3225275892/M2yIneUpn?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#经历着高温，山火，限电，疫情，当下的重庆的夏秋之交，我们在煎熬，但站在山火面前毫不畏惧，站在抗疫前线丝毫不退缩的人哪，谢谢你们，让我们在煎熬中也一直有光的牵引！ ?,None,0,0,9,98
11749,Y微微光,08月24日 21:20,//weibo.com/6025789298/M2yIluCfW?refer_flag=1001030103_,#重庆山火扑救现场#快点来场??吧 ?,ip,0,0,0,19
11750,if大象couldfly,08月24日 21:20,//weibo.com/3215748463/M2yIhoGpi?refer_flag=1001030103_,肉眼可见山火的蔓延，赶紧结束吧。#重庆北碚区发生山火# ?,None,0,0,0,29
11751,延川检察,08月24日 21:20,//weibo.com/5167174385/M2yIcCHJG?refer_flag=1001030103_,【感动！#重庆小伙两天两夜送物资累到浇水#】8月23日（发布时间），重庆。重庆一小伙两天两夜送物资支援灭山火，长时间劳累身体不适，浇水让自己保持清醒，后再次义无反顾地继续运送。#重庆摩托车队# @九派新闻 L九派新闻的微博视频 ???,blue,0,0,0,117
11752,彭某某Nnn,08月24日 21:20,//weibo.com/2375081645/M2yIajdgc?refer_flag=1001030103_,#重庆山火扑救现场#我的家乡，加油啊！！大家都要平平安安#肖战为重庆助力一起守护这座城# ?,yellow,0,0,0,46
11753,新京报我们视频,08月24日 21:20,//weibo.com/6124642021/M2yI9Fn5a?refer_flag=1001030103_,【#重庆巴南山火扑救取得阶段性胜利# 北线已无明火】据巴南发布微信公众号消息，8月21日，巴南区界石镇新玉村所辖山林发生火灾。截至8月24日18时，经市、区两级全力扑救，南线火势被有效控制在隔离带内；北线已无明火，且将通过三架直升机与地面人员空地协同，严防死灰复燃。 ?,blue,1,0,15,135
11754,YQ小七1128AWM,08月24日 21:19,//weibo.com/6935312998/M2yI44MA9?refer_flag=1001030103_,#重庆山火#加油前线的英雄们  等待你们平安归来 ?,None,0,0,0,26
11755,蔓越莓1005,08月24日 21:19,//weibo.com/7380605120/M2yI1ErYI?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#重庆山火牵动全国人民的心，愿重庆早日恢复正常。和正能量的重庆崽儿肖战一起为重庆助力！?? ?,yellow,0,0,0,62
11756,believe-ou,08月24日 21:19,//weibo.com/7453712100/M2yI1Doep?refer_flag=1001030103_,#重庆山火扑救现场#天公作美吧，快送去一场雨水吧，一线人员要平安啊?? ?,None,0,0,0,37
11757,盼归-回·,08月24日 21:19,//weibo.com/2249418733/M2yHZ06od?refer_flag=1001030103_,#四川一镇突发大火多个居民楼被点燃#灭火战斗机！！这个可以，省时省力，不得不再次感叹高科技#重庆山火# L盼归-回·的微博视频 ?,yellow,132,98,2977,65
11758,耀眼的颜色,08月24日 21:19,//weibo.com/7497158984/M2yHZ0526?refer_flag=1001030103_,这就是人民军队！铁血红军旅星夜驰援重庆#致敬中国军人# @西陆强军号 L耀眼的颜色的微博视频 ?,yellow,2,2,6,48
11759,兔子菇凉1005,08月24日 21:19,//weibo.com/1791898992/M2yHY6PV1?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#这几天每天都在祈祷！给重庆求一场雨?求一场能浇灭山火的大雨?? ???,yellow,0,0,0,51
11760,宇宙最强表白,08月24日 21:19,//weibo.com/1767001950/M2yHVtkxM?refer_flag=1001030103_,#重庆山火扑救现场#希望平安归来? ?,gold,0,0,5,19
11761,我不叫张兰,08月24日 21:19,//weibo.com/5937942450/M2yHVaEyo?refer_flag=1001030103_,重庆北培山火一晚上给我看哭3次，眼睛进砖头了…消防员真的太辛苦了中国人真的太团结了重庆话真的太亲切好听了 ?,None,0,0,2,54
11762,凉山公安,08月24日 22:59,//weibo.com/3444847840/M2zmEpVhc?refer_flag=1001030103_,【#战士们连夜救火后席地而睡#】近日，重庆突发山火，解放军战士救援奋战一夜后，和衣而卧。这就是人民子弟兵！致敬！L西陆强军号的微博视频 @西陆强军号 ???,blue,0,11,7,78
11763,安阳市第三十二中学,08月24日 22:59,//weibo.com/5117607633/M2zmyjc9y?refer_flag=1001030103_,#点赞中国军人# 【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ???,blue,0,0,0,86
11764,仍是那半夏,08月24日 22:59,//weibo.com/3784416003/M2zmv0XWk?refer_flag=1001030103_,#解放军奋战山火休息时和衣而卧#为解放军点赞，为平民英雄点赞#重庆小伙骑摩托硬核运送救火物资#  ?,None,0,0,0,50
11765,共青团西宁市城西区委,08月24日 22:59,//weibo.com/2088979675/M2zmpFxzl?refer_flag=1001030103_,#解放军奋战山火休息时和衣而卧# 【#战士们连夜救火后席地而睡#】近日，重庆突发山火，解放军战士救援奋战一夜后，和衣而卧。这就是人民子弟兵！致敬！L西陆强军号的微博视频 @西陆强军号 （转载央视新闻） ?,blue,0,0,0,102
11766,兔兔追剧中,08月24日 22:59,//weibo.com/7310506858/M2zmoecfy?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#重庆最近真的很难，七八处山火，疫情防控、高温缺电，肖战作为地地道道的重庆人真的是尽心尽力在为家乡做贡献，为重庆加油！重庆雄起！#肖战##重庆山火##重庆疫情# ?,None,0,0,0,97
11767,为啥修改不了昵称啊,08月24日 22:59,//weibo.com/7603782663/M2zmn1c4a?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#我是四川人，今年干旱缺水停电，重庆山火扑了又起，作为在外的游子真的很心酸，希望更多人关注事件本身，而不是为黑而黑? ?,None,0,0,6,75
11768,X宝贝Z的娘娘201912,08月24日 22:59,//weibo.com/7357680955/M2zmjcNLk?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#愿重庆山火尽快扑灭，消防员和志愿者们都平安归来??? ?,ip,0,0,0,44
11769,好喜欢小fafa,08月24日 22:59,//weibo.com/7688424299/M2zmixSbo?refer_flag=1001030103_,#重庆山火扑救现场#川渝地区快点下雨吧???希望人平安??? ?,None,0,0,1,32
11770,局迯亾06,08月24日 22:58,//weibo.com/2291482920/M2zmbe78X?refer_flag=1001030103_,#重庆山火扑救现场#看着重庆的火，睡都睡不着又没有降雨条件，太难了 ?,None,0,0,1,35
11771,凉山公安,08月24日 22:58,//weibo.com/3444847840/M2zmajMF4?refer_flag=1001030103_,【直播关注！#重庆山火扑救现场#】重庆北碚区歇马街道发生山火，扑救工作仍在进行中。当地每天调度1600余人和200余台机具设备，空地结合接力救火，还有上万名志愿者主动参与支援。目前扑救进度怎样？后方指挥部物资中转站情况如何？关注↓（总台记者陈杨 法绮 陈瀚乔 刘大洋 刘雨 张云埊）  L央视新闻的微博视频 收起d,blue,0,6,4,157
11772,青果羽,08月24日 22:58,//weibo.com/2401647263/M2zma2aqu?refer_flag=1001030103_,#一起守护这座城#急需冰，有渠道的可以联系上面的电话重庆#重庆山火# ?,None,1,1,1,37
11773,敷衍怎么演q1ngcheng201,08月24日 22:58,//weibo.com/5025938335/M2zm75WM8?refer_flag=1001030103_,#重庆山火扑救现场#有没得江北的朋友想去帮忙的，能不能带我一个，车没在家里 2重庆·兰溪小区 ?,None,0,0,0,48
11774,口袋中的晓精灵,08月24日 22:58,//weibo.com/1777961937/M2zm2nhhm?refer_flag=1001030103_,#重庆山火扑救现场#广东台风来了，冷空气南下？希望雨水快去重庆吧@中国气象爱好者 分析的准，希望这些能对抗副高，缓解川渝两地 ?,None,0,0,0,64
11775,南昌铁路,08月24日 22:58,//weibo.com/1882716230/M2zm24y4u?refer_flag=1001030103_,#南铁微视角##重庆山火#【重庆长寿区一处发生山火，当地第一时间启动应急预案】据央视新闻，记者从重庆市长寿区委宣传部获悉，8月23日19时许，长寿区万顺镇垭口村曾家沟发生山火。长寿区第一时间启动应急预案，组织力量扑救。目前，附近居民已及时疏散，无人员伤亡。过火面积和起火原因正在调查中。@澎湃视频 L七环视频的微博视频 收起d,blue,27,13,26,163
11776,·pupuou·,08月24日 22:58,//weibo.com/5666622612/M2zm1qJrC?refer_flag=1001030103_,#重庆山火#能不能快点下雨啊 为什么还不下雨啊 ?,None,0,0,2,25
11777,月亮藏起了尾巴,08月24日 22:58,//weibo.com/5681505757/M2zm181Ow?refer_flag=1001030103_,#重庆山火#灭了没灭了没灭了没灭了没灭了没灭了没灭了没灭了没灭了没灭了没灭了没我好急呀 重庆的伙伴们一定要注意安全！！！ ?,None,0,1,0,62
11778,科技事儿,08月24日 22:58,//weibo.com/5236032763/M2zm0zGOX?refer_flag=1001030103_,#重庆山火扑救现场#最令人动容的还是这群冲在最前面的少年，机车很酷，你们很酷！ L科技事儿的微博视频 ?,gold,0,1,24,52
11779,无法无天65010,08月24日 22:58,//weibo.com/6597108979/M2zlZpXx6?refer_flag=1001030103_,#重庆山火扑救现场#我爱可爱的战士们，我爱我的城！ ?,None,0,0,0,27
11780,illita,08月24日 22:58,//weibo.com/5231472794/M2zlYvBOt?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#因为一个人喜欢一座城，请黑子们做个人吧，肖战和他的粉丝一直在做公益。这次重庆山火小飞侠也在做志愿者，提供消暑物资，大家都盼着天灾赶紧过去，你们却有功夫敲键盘说闲话。这社会怎么了，最基本的做人底线都没有了么！ ?,ip,0,0,0,121
11781,酥酥爱吃桃,08月24日 22:58,//weibo.com/5867407237/M2zlXkKZq?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#给重庆快快滴下一场大雨把那山火浇灭，把电力恢复吧，看着热搜上重庆的状况好心疼啊又是缺水，又是断电的，还有疫情，真的是太艰难了，要命啊 ?,None,0,0,20,84
11782,J1202F,08月24日 22:58,//weibo.com/6376657569/M2zlX3avs?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城##重庆疫情##重庆高温##重庆山火##重庆干旱##重庆电网最大负荷已达到历史极值# 明星转发社会新闻，只会让更多人关注到这件事。我不知道为什么有蹭热度的说法，如果只是对人不对事，纯粹为了黑明星而黑，这就没有意思了。 而且肖战是重庆籍艺人。   重庆目前面临的困难有疫情+高温+干旱+山火+缺水+限电。主要是极端的高温天气引发的一系列问题。但重庆目前有大批逆行者——白衣天使、消防员、各行各业的志愿者。且政府部门采取积极有效措施(如限生产用电用以供应生活用电，缺水地区安排车送水等)。重庆人骨子里有不服输的精神，我始终坚信重庆会战胜一切困难的，重庆雄起。 收起d,None,0,0,0,296
11783,第几个坚果,08月24日 22:58,//weibo.com/7312429878/M2zlW9W0m?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#重庆今年太难了！身在重庆真的深有体会，到处山火，又是疫情，又是高温，谢谢肖战的助力，相信你也很担心自己的家乡，还有那些黑了心肝的键盘侠，要找存在感去你的黑蛆窝里找！不配在这里说话，滚粗！ ?,None,0,0,39,111
11784,今天你追番了吗,08月24日 22:58,//weibo.com/7357960940/M2zlViSP5?refer_flag=1001030103_,#重庆山火#缙云山还在烧，说已经控制不住了好难，天气预报下周一才会下雨…… ?,None,0,12,6,39
11785,可爱不可得an,08月24日 22:57,//weibo.com/7302784515/M2zlLxHUs?refer_flag=1001030103_,希望重庆能够早点好起来 看到昔日坐轮船的嘉陵江干了心里很不是滋味看到重庆山火一直灭不下来更是忍不住流下了泪水 ?,None,0,0,0,56
11786,你喜歡小星星嗎s,08月24日 22:57,//weibo.com/2503209744/M2zlGwkeQ?refer_flag=1001030103_,#重庆山火扑救现场#感觉这火不是意外 ?,None,0,0,0,20
11787,小丫同学hhhhha,08月24日 22:57,//weibo.com/6637501742/M2zlAgO5V?refer_flag=1001030103_,#重庆山火扑救现场#下场大雨吧 ?,None,0,0,0,17
11788,娱乐全攻略,08月24日 22:57,//weibo.com/6239195154/M2zlvzbPN?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城##肖战为重庆助力一起守护这座城#我也在重庆，高温、干旱、山火、疫情…但我相信，更坚信，很快就会过去这座城我们一起来守护吧@X玖少年团肖战DAYTOY ?,None,1,1,8,92
11789,程-住气,08月24日 22:57,//weibo.com/3184244994/M2zlvgulh?refer_flag=1001030103_,尽你我之力保护我们的城市#重庆北碚区发生山火##北碚疫情# ?,None,0,1,16,31
11790,多彩贵州网,08月24日 22:56,//weibo.com/1960601312/M2zlrr22D?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,blue,0,0,3,75
11791,营养不可缺少,08月24日 22:56,//weibo.com/3655831647/M2zlp0ZpB?refer_flag=1001030103_,#解放军奋战山火休息时和衣而卧#【这就是人民子弟兵！】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,yellow,4,2,18,75
11792,嘉莉妹妹--,08月24日 22:56,//weibo.com/2711898371/M2zlkC48s?refer_flag=1001030103_,#一起守护这座城#这个夏天，重庆真的太难了极端高温、山火不断干旱绵延、疫情添乱这三年一直在对别的城市说加油！这次，我们也要为重庆雄起！重庆！雄起！ 2重庆·重庆医科大学 ?,ip,0,1,4,86
11793,胃糕糕,08月24日 22:56,//weibo.com/5268116960/M2zlkyMdu?refer_flag=1001030103_,快下下雨降降温嘛重庆最近真哩太难了看到山火烧起好焦人 ?,ip,0,0,0,28
11794,准点视频,08月24日 22:56,//weibo.com/6606348011/M2zljFy0L?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,blue,0,0,1,75
11795,淡水湖767,08月24日 22:56,//weibo.com/3836726767/M2zlgbdsV?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#极端高温、山火、疫情封控，重庆今年夏天太难了。每天关注重庆的消息，在外地想回回不去盼降温降雨 ?,None,0,0,4,64
11796,似鸟投林般,08月24日 22:56,//weibo.com/5817040363/M2zlfAFSQ?refer_flag=1001030103_,#重庆山火扑救现场#这个热搜，这么严峻严重的事情，感觉标题起的不痛不痒的，听说都要烧到城里去了，这都没爆 ?,None,0,1,3,54
11797,Mr_搬砖少年,08月24日 22:56,//weibo.com/6417317445/M2zla06di?refer_flag=1001030103_,山上火情 山下疫情山上火烧山 山下做核酸重庆崽儿雄起??我们有最好的人民一定会好起来的，重庆加油??今天夏天的重庆=疫情 高温 限电 山火 干旱 封控致敬最美逆行者，都平安归来#祈求平安##重庆山火##重庆疫情##重庆限电# ???,None,0,0,0,116
11798,江苏省高级人民法院,08月24日 22:56,//weibo.com/3814496761/M2zl7AROU?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,blue,0,0,5,75
11799,神谕与野火,08月24日 22:55,//weibo.com/7523889858/M2zl0eUHl?refer_flag=1001030103_,坐标重庆，放假回家以来第一次下雨，就是很感动，感觉整个人都幸福起来了，希望接下来没有干旱没有山火没有疫情 ?,None,0,0,0,54
11800,人外人山外山TAT,08月24日 22:55,//weibo.com/5330304387/M2zkWDLrA?refer_flag=1001030103_,#重庆山火扑救现场#重庆万州下雨了，主城区下雨没有？快把雨下到北碚去 ?,None,0,0,30,36
11801,河图洛书呀,08月24日 22:55,//weibo.com/6308439502/M2zkVxjAZ?refer_flag=1001030103_,#四川气象台发暴雨蓝色预警#哇奥，盼望着盼望着终于来了！给重庆也来一场，一起下，灭灭山火 ?,gold,0,2,11,46
11802,幸福的孩子她妈小屋,08月24日 22:55,//weibo.com/1430164852/M2zkScTI4?refer_flag=1001030103_,#重庆山火扑救现场#看视频都忍不住流泪，要保重，要平安，快点下雨吧??? ?,None,0,0,0,38
11803,慕希·,08月24日 22:55,//weibo.com/6997045071/M2zkOrQfd?refer_flag=1001030103_,#重庆山火扑救现场#加油！！！ ?,ip,0,1,0,17
11804,小福焱垚,08月24日 22:55,//weibo.com/5665928721/M2zkOnt3N?refer_flag=1001030103_,#重庆山火扑救现场#老天爷下一场大雨吧 ?,None,0,0,0,21
11805,·蜗牛先生,08月24日 22:55,//weibo.com/2060112437/M2zkO6WsU?refer_flag=1001030103_,支援重庆山火的摩托车为什么没有上牌？那是因为越野摩托车都没有倒车镜，转向灯，根本就无法上牌。而没有上牌的越野车经常出现的地方是越野场地，也就不用上牌。骑着车原地掉头，这是最快，最方便一种方法，没点技术还不会这样掉头。看下现场环境，要是正常掉头，要转半天才能转过来。像这样的道路，用越野摩托车是最方便，最经济一种方式。 收起d,yellow,829,672,12602,162
11806,成都交通运输,08月24日 22:55,//weibo.com/3225365642/M2zkKz6J5?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,blue,1,2,4,75
11807,李現的迷糊ing,08月24日 22:55,//weibo.com/6530765441/M2zkKAcDo?refer_flag=1001030103_,#重庆山火扑救现场#希望重庆现在下一场特大的雨把这个山火扑灭了吧？已经好几天了，那里还在还是高温，疫情的，希望?对重庆友好一点 ?,yellow,0,0,0,65
11808,这些年犯花痴的时代,08月24日 22:55,//weibo.com/2716044723/M2zkJofnP?refer_flag=1001030103_,#重庆疫情##重庆小伙两天两夜送物资累到浇水##重庆山火扑救现场##重庆00后灭火摩托车队被夸特别棒##陆军驰援重庆山火后席地而睡##一起守护这座城# 这个八月重庆和重庆人民都经历了太多，但是大家都好团结，感谢每一位遵守秩序努力守护我们的城市的你！感谢医护工作人员！感谢为救山火的志愿者和人民子弟兵！感谢维护电网的工作人员！英雄之城，没啥子扛不住的，#重庆加油# ！ 收起d,None,0,0,0,187
11809,青羊残联,08月24日 22:55,//weibo.com/5431902472/M2zkHBMP2?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。L西陆强军号的微博视频 ?,blue,0,1,2,75
11810,春风夜雨_,08月24日 22:55,//weibo.com/2969969580/M2zkHmooK?refer_flag=1001030103_,结束了一天的劳累，村里人总喜欢在晚饭后散步到溪边休憩闲谈。这也是我一天中最喜欢的时刻，静静享受着晚风，听他们谈些家长里短，安逸惬意。而最近这样的舒适让我想起了一句话，“哪有什么岁月静好，只不过是有人在替你负重前行”。八月的重庆承受了太多，山火、高温、疫情…二十余年，从未有过像今年夏天一样渴望一场雨；疫情几年，也从未像今年夏天一样揪心…而不管再难，总会有办法，总会有一股力量悄悄暖进每一个重庆人的心里。打开今天的同城热搜，每一个词条都温暖人心。有三进火场的在校大学生，有趁着暑假帮忙运送物资的老师，有凌晨为一线灭火人员煮稀饭的九十多岁老奶奶，有90后越野摩托车队，有维持核酸秩序的志愿者……还有很多很多“召之即来，一呼百应”。总有一些人，平凡又伟大！在这座城二十几年，重庆所拥有的远不止经常刷爆微博的魔幻地形和火锅小面，更有刻进重庆人民骨子里的善良热血，豪爽勇敢，守护自己家园的热血，与生俱来！“为什么我的眼里常含泪水，因为我对这土地爱的深沉”。人心齐，泰山移。守护重庆，雾都加油！#一起守护这座城# 收起d,None,1,1,1,454
11811,Y·SEVEN_,08月24日 22:54,//weibo.com/6001522336/M2zkE1Zde?refer_flag=1001030103_,#重庆山火扑救现场#早日扑灭?? 大家平平安安 ?,None,0,0,0,25
11812,猫猫Amy2012,08月24日 22:54,//weibo.com/7723555128/M2zkDd8sQ?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#  天灾无情，人间有爱，让我们#一起守护这座城# ，#重庆一定赢# //@益战队小飞侠公益: #肖战粉丝公益倡导#  ??#肖战公益一路有你# 【山火无情 人间有爱】近日重庆天干物燥，山区出现大...sinaweibo://detail?mblogid=4806086664656979 ?,None,0,0,0,161
11813,Rebecca7_bb,08月24日 22:54,//weibo.com/1796528712/M2zkxxUSF?refer_flag=1001030103_,在北碚上了七年学，校歌里唱过巍巍缙云，看到同事说已经快烧到居民区了，可怜绿树成荫的森林，还有成群结队的小松鼠都没有家了。好在重庆人不怕困难，不虚场合，挖的隔离带千万把山火控制住啊，吸一口浩然之气，吹灭熊熊烈火吧！老天爷开开眼，求雨啊！ ?,None,0,0,5,119
11814,funnywinter,08月24日 22:54,//weibo.com/3163789252/M2zkxe5VT?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#我之前知道有山火，但是我不知道这么严重，重庆快下雨吧，重庆加油啊！ ?,yellow,0,0,0,51
11815,张伯喃语,08月24日 22:54,//weibo.com/2988061055/M2zkwFKUj?refer_flag=1001030103_,人工增雨飞机驰援重庆会给重庆带来一场甘霖吗？连日来南方高温旱情引发关注，重庆山火频发、江河水位走低、高温历史纪录接连被打破。8月23日，为支援重庆抗旱，中国气象局调派一架高性能增雨飞机驰援重庆增雨抗旱工作，并派专家进行增雨作业指导，只等降水天气系统进入重庆境内，“向天索雨”。（头条新闻） 收起d,yellow,0,0,0,148
11816,黄梓瑕的小六and小夭的杨崇古,08月24日 22:54,//weibo.com/6610157543/M2zkvuUOE?refer_flag=1001030103_,#重庆山火扑救现场#看着心焦急麻了。赶紧来场及时雨吧 ?,None,0,0,0,28
11817,小虦,08月24日 22:54,//weibo.com/7361812452/M2zktalEZ?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#他转发真的有用之前重庆山火一直不上热搜现在有机会在传播方面贡献一点力量不是好事吗？黑子到底是不是人啊，而且粉丝也有在想办法帮忙，最后重庆一定加油 ?,None,0,0,1,90
11818,星星念念的是你,08月24日 22:54,//weibo.com/6310785753/M2zksdNfY?refer_flag=1001030103_,这几天总能刷到重庆山火的视频，每次看到都会很担忧，担忧在场的消防官兵以及其他参与救援的人员的安危。但同时又很感动，感动消防官兵奋勇的冲在第一线；感动一个又一个摩托骑手不辞辛苦的送物资；感动无数人在为灭山火而行动起来。中国人，在大是大非面前总能团结一心?????? ?,None,0,0,2,133
11819,西铁资讯,08月24日 22:54,//weibo.com/2108237403/M2zkqtwqA?refer_flag=1001030103_,#西铁微视角# 【#战士们连夜救火后席地而睡#】近日，重庆突发山火，解放军战士救援奋战一夜后，和衣而卧。这就是人民子弟兵！致敬！#解放军奋战山火休息时和衣而卧# @西陆强军号 L西陆强军号的微博视频 ?,blue,1,0,2,101
11820,Z-Lynaas,08月24日 22:54,//weibo.com/5831156133/M2zkqd2vG?refer_flag=1001030103_,#重庆一定赢# 多起山火、疫情、全员核酸、全国最高温、限水限电...只愿我爱的城市能平平安安??? #一起守护这座城# 2重庆 ?,None,0,1,1,65
11821,抓住一只欢脱的兔子,08月24日 22:53,//weibo.com/5413846108/M2zkeEhoo?refer_flag=1001030103_,大半夜刷重庆山火的摩托车救援小队看的热泪盈眶 ，新时代的青年有新时代的使命，中国的年轻人垮不掉的！ ?,None,0,0,4,51
11822,兰若生香A,08月24日 22:53,//weibo.com/2810376744/M2zkc10gH?refer_flag=1001030103_,肖战#肖战为重庆助力一起守护这座城# 希望明天就下一场雨，将山火扑灭。我们一起为重庆助力，一起守护这座城。@X玖少年团肖战DAYTOY ?,None,0,0,1,70
11823,刘小仙大人吉祥,08月24日 22:53,//weibo.com/1414283474/M2zkb6Ed6?refer_flag=1001030103_,#重庆山火扑救现场#这个点了还肉眼可见的大火，大火快点自己灭吧。一线的同志一定要注意安全，平安回家。 ?,None,0,1,0,52
11824,米妮的鱼,08月24日 22:53,//weibo.com/2205034310/M2zk71N6v?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#山火无情，人有情！一起为重庆助力，与@X玖少年团肖战DAYTOY 一起守护重庆这座城 ?,ip,0,0,0,60
11825,似鸟投林般,08月24日 22:53,//weibo.com/5817040363/M2zk5d8OK?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#重庆山火那么严重，怎么感觉在微博上热度不高，没有多少人关注呢 ?,None,0,0,3,48
11826,央央央皮,08月24日 22:53,//weibo.com/1452701254/M2zk2i1tN?refer_flag=1001030103_,据说百米宽的隔离带已经失效。北碚有风，山火已经漫上山顶？？？真的看得心碎?本来想给我妈说的，我妈在缙云山租住农房数年避暑，老大小时候也常在山上避暑、挖土、玩闹，有很深的情感。但是真的觉得心碎，不忍心把这个令人心塞的消息告诉她。重庆的绿肺，烧了两座，据说歇马的山火也快要到南温泉了，再过去就是南山了……这一次在我心中跟地震和洪灾一样都是大天灾，带来的心痛，如绞。#高温酷暑##重庆头条##重庆山火##重庆##山城# 收起d,None,18,363,1805,210
11827,东南早报,08月24日 22:53,//weibo.com/1893895632/M2zk163MH?refer_flag=1001030103_,【这就是人民子弟兵！#解放军奋战山火休息时和衣而卧#】重庆突发山火，解放军战士奋战了一夜，休息时，他们和衣而卧，睡在了地上。 L西陆强军号的微博视频 ?,blue,1,0,2,76
11828,鹅__鹅__鹅_,08月24日 22:52,//weibo.com/1863762734/M2zjPv6km?refer_flag=1001030103_,#重庆山火扑救现场#接力！希望能尽快扑灭山火 ?,None,0,0,0,24
11829,宣城公安在线,08月24日 22:52,//weibo.com/3039827240/M2zjOoFrQ?refer_flag=1001030103_,#宣城晚安# 【关注！#重庆山火扑救现场#】晚安！ L央视新闻的微博视频 ?,blue,1,11,5,38
11830,臣服渔夫帽,08月24日 22:52,//weibo.com/7632087254/M2zjMjukN?refer_flag=1001030103_,#肖战为重庆助力一起守护这座城#都不知道重庆山火这么严重，之前家附近也有发生但很快消防就来了，希望重庆也好好的，重庆加油，重庆的大家也要好好的！ ?,None,0,0,10,74
11831,鸿鹄志孝安于雷锋行,08月24日 22:52,//weibo.com/2881035513/M2zjLo3dq?refer_flag=1001030103_,希望一切都快好起来，重庆山火不再继续，希望久旱逢甘霖，风调雨顺，希望百姓安居乐业，希望疫情到了天涯海角就终止，希望你我不再阔绰的挥霍，节约资源从我做起！ ?,None,0,1,1,78
