,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
3408,塞北飞镞,08月18日 17:37,//weibo.com/5070985797/M1CGCu9Ri?refer_flag=1001030103_,【#重庆南山区两乡镇相继发生山火# 火势猛烈现场浓烟滚滚】 8月18日，重庆南川区三泉镇附近一山体发生森林火灾，现场火势猛烈，浓烟滚滚。目击者称，火势很大蔓延速度很快。18日，南川区政府新闻办发布通报，10时许，神童镇、三泉镇相继发生山火。南山区第一时间启动应急预案，组织消防力量前往扑救。附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在统计、调查中。 L百姓关注的微博视频 收起d,yellow,0,0,0,195
3409,天津东丽消防,08月18日 17:36,//weibo.com/3320159483/M1CGsuFoO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 【遇到山火该如何逃生】 山火带来的危害是毁灭性的。如果遇到它，我们应该怎么逃生呢？戳图，看看了解。 ?,blue,0,0,0,65
3410,每天都吃好吃的8,08月18日 17:36,//weibo.com/5326780002/M1CGme3Cc?refer_flag=1001030103_,#重庆南川突发山火#妈呀，真的吓人，消防员太辛苦了 ?,None,0,0,1,27
3411,D卿辞,08月18日 17:35,//weibo.com/7487703367/M1CG1ixzJ?refer_flag=1001030103_,#重庆南川突发山火#重庆是真的很热，消防员辛苦了 ?,None,0,0,0,26
3412,烟寒橘朽,08月18日 17:35,//weibo.com/6321937225/M1CFPcM4P?refer_flag=1001030103_,#重庆南川突发山火#大家都要平安啊 ?,None,0,0,0,19
3413,夏時屿星,08月18日 17:34,//weibo.com/7485770916/M1CFA5ius?refer_flag=1001030103_,#重庆南川突发山火#热过度了 祈愿平安???? ?,yellow,0,6,9,25
3414,回归三次需要长大的小渡晚,08月18日 17:33,//weibo.com/2694172790/M1CFeuSgJ?refer_flag=1001030103_,#重庆涪陵突发山火#仿佛是连续剧，蔺市过来拖版桥也燃起来了 L回归三次需要长大的小渡晚的微博视频 ?,None,0,2,5,50
3415,灿白是真,08月18日 17:31,//weibo.com/7274069314/M1CEwdLxD?refer_flag=1001030103_,#重庆南川突发山火#南川上热搜了啊 以这种方式 ?,None,0,0,0,25
3416,重庆探城记,08月18日 17:31,//weibo.com/2170729034/M1CEk4Iiq?refer_flag=1001030103_,今天下午，救援直升机赶往重庆市南川区山火扑救现场?重庆 2重庆 ?,yellow,2,3,16,34
3417,XIANG_Daisy,08月18日 17:31,//weibo.com/1888036422/M1CEh6jHf?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#致敬所有奋斗在前线的人 LXIANG_Daisy的微博视频 ?,None,0,0,2,44
3418,仲夏满月,08月18日 17:31,//weibo.com/6378409253/M1CEdxm0M?refer_flag=1001030103_,#重庆南川突发山火#又有 昨天涪陵起火了 今天那个直升飞机从早上到现在还在江头打水救火 什么时候这个高温天气才走 无语住了 ?,yellow,0,0,0,63
3419,是麓汐啊想拽你的衣角,08月18日 17:30,//weibo.com/6123235126/M1CE9uHp0?refer_flag=1001030103_,#重庆南川突发山火#现在情况怎么样了啊 ?,None,0,9,0,21
3420,渝北法院,08月18日 17:30,//weibo.com/3936801022/M1CE3gg9S?refer_flag=1001030103_,【#重庆江北街道山火明火基本扑灭#】据涪陵发布 ，2022年8月18日07时50分许，经过市、区消防力量全力扑救，江北街道所辖山林山火已得到有效控制，明火已基本扑灭，无人员伤亡，过火面积和起火原因正在进一步调查核实中。#重庆涪陵山火最新消息# ???,blue,0,7,4,125
3421,我越最米,08月18日 17:30,//weibo.com/6475756363/M1CDU4w5M?refer_flag=1001030103_,#重庆南川突发山火#天气太热了吧 ?,None,0,0,0,18
3422,skwx_eternal,08月18日 17:29,//weibo.com/6151958290/M1CDJ7o6Y?refer_flag=1001030103_,#重庆南川突发山火#愿无人伤亡? ?,None,0,0,0,18
3423,素素素柔柔柔,08月18日 17:29,//weibo.com/2120302383/M1CDwpZGK?refer_flag=1001030103_,#重庆涪陵突发山火# 唉 担心我老公 要平平安安的 ?,None,0,2,1,27
3424,达琳达琳达琳619,08月18日 17:29,//weibo.com/7728694410/M1CDsym7o?refer_flag=1001030103_,#重庆南川突发山火#愿平安??? ?,None,0,0,2,18
3425,伯恩山统治地球,08月18日 17:29,//weibo.com/5947367214/M1CDplCCr?refer_flag=1001030103_,#重庆南川突发山火#三天两起..什么时候下雨啊 ?,None,0,2,0,25
3426,低头风来,08月18日 17:28,//weibo.com/6581119516/M1CD7hWZ5?refer_flag=1001030103_,重庆南川也起山火了。。两天三起。。最近都在说会给重庆人工降雨，今早出门看见环卫老师？总之一群人拿这那种消防水管粗细的在给小区的绿植浇水，地面浇水，中午吃完饭回家。。还是一样晒得要死。。树叶都蔫了。。出门扔个垃圾太阳晒得人难受 ?,yellow,0,3,1,114
3427,Renaissanceseredenpity,08月18日 17:28,//weibo.com/7480246321/M1CD0cuem?refer_flag=1001030103_,#重庆南川突发山火#重庆最近太热了我有一天晚上回家的时候看外面路过好几辆消防车?。昨天是涪陵山火 。今天又是。。。真的。 ?,None,0,0,0,62
3428,重庆忠县消防,08月18日 17:27,//weibo.com/5454334950/M1CCU1kV8?refer_flag=1001030103_,#重庆涪陵山火得到有效控制# 【山火猛如虎 预防保平安】防范森林火灾不能掉以轻心，森林火灾“十不要”“五不烧”是哪些都清楚吗？森林火灾又该如何自救呢？下面这些森林防火知识要掌握。 ???,blue,0,0,0,93
3429,广东公安,08月18日 17:27,//weibo.com/1701367442/M1CCRq2OX?refer_flag=1001030103_,【#高温持续严防秋老虎#】高温持续，“秋老虎”威力不减，温度居高不下，各种火灾隐患依旧“蠢蠢欲动”，这份高温天气防火攻略收好。戳图~（来源：@中国消防 ）#40℃以上停止户外露天作业# #居民睡觉时家中马桶突然着火# #重庆南川突发山火# ?,blue,0,0,1,121
3430,主编赵旭东,08月18日 17:27,//weibo.com/1721484135/M1CCQbSGa?refer_flag=1001030103_,#重庆南川突发山火##重庆南川突发山火#【#重庆南川发布森林火险红色预警#】据央视新闻报道，8月18日10时左右，重庆市南川区南平镇突发森林大火，各相关部门、救援力量已陆续到达现场。另据中国国家应急广播报道，重庆市南川区森林草原防灭火指挥部办公室、重庆市南川区林业局、重庆市南川区气象局2022年8月18日11时30分联合继续发布“森林草原火险红色预警”信号，我区大部分乡镇已出现了5级森林火险气象等级，预计8月18日12时到25日20时全区各乡镇（街道）将持续5级以上森林火险气象等级。 收起d,gold,0,0,1,248
3431,克制与坚持,08月18日 17:26,//weibo.com/1226194205/M1CCsgSut?refer_flag=1001030103_,#重庆南川突发山火#唉，希望大家注意安全！ ?,None,0,0,0,23
3432,你眼里的我年轻得刚好,08月18日 17:24,//weibo.com/2657719241/M1CByEd8M?refer_flag=1001030103_,#重庆南川突发山火#重庆真的太热了，消防人员也要注意安全 ?,yellow,0,0,0,30
3433,雾都恋桃·,08月18日 17:24,//weibo.com/7421287112/M1CBw3989?refer_flag=1001030103_,#重庆南川突发山火#重庆好几个地方都发生山火了平安 ?,ip,0,1,1,27
3434,津法之声,08月18日 17:23,//weibo.com/3731897471/M1CAUxu9N?refer_flag=1001030103_,#四川40℃以上停止户外露天作业#【 #如何防范热射病#？“热死人”的热射病到底是什么？】17日是高温红色预警连续发布第6天，也是中央气象台连续发布高温预警的第28天 。酷热天气持续，中暑患者增多，部分患者甚至出现热射病。热射病是极重的中暑，死亡率很高。如出现头晕、恶心、接近40℃的体温，要立刻送医救治！如何才能防治热射病？戳视频↓急急侠教你！#重庆南川突发山火# L国家应急广播的微博视频 收起d,blue,0,0,0,200
3435,渝北智慧停车,08月18日 17:22,//weibo.com/6494541630/M1CARxYBI?refer_flag=1001030103_,【消防彻夜扑救11小时 #重庆涪陵山火得到有效控制#】8月17日晚，重庆涪陵突发山火。据重庆市涪陵区政府新闻办消息， 经过11小时的扑救，江北街道所辖山林山火已得到有效控制，无人员伤亡，过火面积和起火原因正在进一步调查核实中。18日一早，消防直升机从空中洒水开展灭火工作。@封面新闻 L封面新闻的微博视频 收起d,blue,0,0,2,156
3436,小狗单恋曲,08月18日 17:22,//weibo.com/5308502029/M1CABhRHl?refer_flag=1001030103_,#重庆南川突发山火#愿平安 ?,ip,0,0,0,15
3437,沉默如海2021414,08月18日 17:22,//weibo.com/3913454782/M1CAx8CvX?refer_flag=1001030103_,#重庆南川突发山火#天啊山火好多啊，重庆赶紧下一场大雨透一透啊，看新闻好难受 ?,ip,0,0,0,40
3438,治愈系系花,08月18日 17:21,//weibo.com/7611511196/M1CAbjRVz?refer_flag=1001030103_,#重庆南川突发山火#消防员平平安安啊，你们更重要，安全第一 ?,None,0,0,0,31
3439,顾之念桐,08月18日 17:21,//weibo.com/5854756278/M1CAaoq8X?refer_flag=1001030103_,#重庆南川突发山火#估计是温度太高了 ?,ip,0,0,0,20
3440,山西晋媒手机报,08月18日 17:20,//weibo.com/7691092609/M1CzT1SKN?refer_flag=1001030103_,【#重庆南山区两乡镇相继发生山火# 火势猛烈现场浓烟滚滚】 8月18日，重庆南川区三泉镇附近一山体发生森林火灾，现场火势猛烈，浓烟滚滚。目击者称，火势很大蔓延速度很快。18日，南川区政府新闻办发布通报，10时许，神童镇、三泉镇相继发生山火。南山区第一时间启动应急预案，组织消防力量前往扑救。附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在统计、调查中。  L百姓关注的微博视频 收起d,blue,0,0,9,196
3441,轶桐丹欣艳佳丽_冰雨铭越意思甜,08月18日 17:18,//weibo.com/5887794630/M1CzcFPlP?refer_flag=1001030103_,#重庆南川突发山火#四川也有火情 ?,yellow,0,6,3,18
3442,kkkwww21,08月18日 17:17,//weibo.com/6333641019/M1CyRuWJ6?refer_flag=1001030103_,#重庆南川突发山火#注意安全 愿平安 ?,yellow,0,0,0,20
3443,菏泽应急管理,08月18日 17:16,//weibo.com/3889438072/M1Cye8Duk?refer_flag=1001030103_,#应急科普#【沙画 | 如何预防森林火灾】#重庆涪陵山火仍在扑救中#森林火灾是一种突发性强、破坏性大、处置救助较为困难的自然灾害。哪些行为会引发森林火灾？如何有效预防森林火灾？如果发现森林起火，应该怎么做？戳视频了解↓↓@黑龙江省应急管理厅 L应急管理部的微博视频 ?,blue,0,0,0,134
3444,绍兴消防119,08月18日 17:16,//weibo.com/3341088170/M1Cy9oPmY?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#【天干物燥，这些森林防火知识要掌握】天干物燥，防范森林火灾不能掉以轻心。哪些行为容易引发森林火灾？森林火灾该如何防范？这些森林防火知识要掌握↓↓ #重庆涪陵山火得到有效控制# ??? ????,blue,0,0,2,109
3445,桂阳法院,08月18日 17:16,//weibo.com/3953646138/M1Cy5AtWj?refer_flag=1001030103_,【#重庆南川突发山火#】#重庆2天发生3起山火#8月18日10时左右，重庆市南川区南平镇突发森林大火，各相关部门、救援力量已陆续到达现场。（央视新闻客户端） ?,blue,0,10,17,80
3446,菏泽应急管理,08月18日 17:15,//weibo.com/3889438072/M1CxJoD7b?refer_flag=1001030103_,#应急科普#【面对森林火灾应如何逃生自救？】#重庆南川突发山火#，如遇森林火灾，应如何逃生自救？戳长图↓↓了解自救互救小知识。@大兴安岭地区森林消防 @黑龙江森林消防 ????,blue,0,0,0,88
3447,博博BB,08月18日 17:14,//weibo.com/2796851395/M1CxxAtnW?refer_flag=1001030103_,#重庆南川突发山火#天呢，直升机呼呼的来回拉水 ?,None,0,3,4,25
3448,兔芽溢乳,08月18日 17:14,//weibo.com/6588605220/M1Cxx4ARt?refer_flag=1001030103_,#重庆南川突发山火#南川平安 ?,None,0,0,0,16
3449,做个美甲,08月18日 17:14,//weibo.com/6626967222/M1Cxm34rj?refer_flag=1001030103_,#重庆南川突发山火#这么热的天，消防员去灭火也太辛苦了啊，昨天涪陵也是……. ?,None,0,0,0,40
3450,禹龙2020,08月18日 17:13,//weibo.com/5678363864/M1Cx9q3e3?refer_flag=1001030103_,#重庆南川突发山火#祈平安！ ?,ip,0,0,1,16
3451,丌点点的小小星辰,08月18日 17:13,//weibo.com/6225061597/M1Cx0uOZB?refer_flag=1001030103_,#重庆南川突发山火#参与救火的人一定要平安归来呀 ?,None,0,0,0,26
3452,青川交警大队,08月18日 17:13,//weibo.com/2743446950/M1CwVuxn3?refer_flag=1001030103_,【#重庆南川突发山火#】#重庆2天发生3起山火#8月18日10时左右，重庆市南川区南平镇突发森林大火，各相关部门、救援力量已陆续到达现场。（央视新闻客户端） ? ???,blue,0,0,0,84
3453,共青团娄底,08月18日 17:13,//weibo.com/3871279575/M1CwT7KRw?refer_flag=1001030103_,#重庆南川突发山火#8月18日，涪陵山火得到有效控制。共扑救11小时，派出五六百消防员，出动直升机取长江水灭火。#娄小团带你看世界# L青年湖南的微博视频 ???,blue,3,4,7,81
3454,甜甜愛喝OD奶天_,08月18日 17:12,//weibo.com/7570149925/M1CwOrgbI?refer_flag=1001030103_,#重庆南川突发山火#望平安！ ?,ip,0,0,0,16
3455,小辛Cynthia4jc,08月18日 17:12,//weibo.com/1757393853/M1CwKfO2l?refer_flag=1001030103_,#重庆南川突发山火##重庆多地发生山火# 重庆涪陵蔺市对面 火势非常大 L小辛Cynthia4jc的微博视频 ?,None,0,6,8,56
3456,百安坝道明寺,08月18日 17:12,//weibo.com/6722096460/M1CwIcOF4?refer_flag=1001030103_,昨天涪陵，今天南川。希望山火能快点熄灭，希望消防员们都平安，希望气温快点降下来，希望一切都好，希望希望成真，希望一定成真。#重庆南川突发山火# ?,None,0,0,0,73
3457,滁州消防,08月18日 17:12,//weibo.com/3271839350/M1CwB6fz8?refer_flag=1001030103_,#滁州消防# 重庆涪陵突发山火，现场画面揪心！O重庆涪陵突发山火，现场画面揪心！ ?,blue,0,1,4,42
3458,陪小俊喝养乐多-,08月18日 17:12,//weibo.com/6379205039/M1CwAvIXx?refer_flag=1001030103_,#重庆南川突发山火#平平安安 ?,yellow,0,0,4,16
3459,绍兴消防119,08月18日 17:11,//weibo.com/3341088170/M1Cwit87c?refer_flag=1001030103_,【面对森林火灾应如何逃生自救？】#重庆南川突发山火#，如遇森林火灾，应如何逃生自救？戳长图↓↓了解自救互救小知识。 ??? ????,blue,0,0,0,66
3460,浮云孤舟意阑珊,08月18日 17:11,//weibo.com/5883405944/M1Cwe2ha3?refer_flag=1001030103_,#重庆南川突发山火#今年夏天实在太热了 ?,ip,0,0,1,21
3461,Summer_夏末七七,08月18日 17:10,//weibo.com/5186762536/M1CvVaR6v?refer_flag=1001030103_,#重庆南川突发山火##重庆高温##涪陵山火#到处都是火灾， 如果是人为真的骂起全家都解不了气，如果是天气自燃的，那么更为担心，因为接下来几天还是43度。到处发生山火真的好无力 ?,None,0,2,4,89
3462,凌凌凌凌子-,08月18日 17:10,//weibo.com/5634833196/M1CvUy7GS?refer_flag=1001030103_,#重庆南川突发山火#天呐 平安呀 ?,yellow,0,0,0,18
3463,独行骑士·Lwf,08月18日 17:10,//weibo.com/6316344897/M1CvRANa7?refer_flag=1001030103_,重庆南川区发生两处山火，暂无人员伤亡O网页链接 ?,ip,0,0,0,25
3464,她的樱桃树,08月18日 17:10,//weibo.com/7238386481/M1CvN7K1w?refer_flag=1001030103_,#重庆南川突发山火#老天你下雨吧?昨天涪陵今天南川救火的人一定要平安到家? 2重庆 ?,None,0,0,1,43
3465,挽歌丶Cy,08月18日 17:09,//weibo.com/6053072138/M1CvwjiBc?refer_flag=1001030103_,#重庆南川突发山火#消防员都要中暑了 ?,None,0,0,1,20
3466,快乐糖头发什么时候能长长,08月18日 17:09,//weibo.com/5857622194/M1CvnsrXU?refer_flag=1001030103_,#重庆南川突发山火#天呐涪陵刚灭不是 ?,yellow,0,4,0,20
3467,逸颗开心果儿,08月18日 17:09,//weibo.com/7183927967/M1CvmjOzQ?refer_flag=1001030103_,#重庆南川突发山火#感觉下点雨降点温吧 ?,None,0,0,1,21
3468,樱国绵绵霖,08月18日 17:09,//weibo.com/6526403516/M1Cvlm9UL?refer_flag=1001030103_,#重庆南川突发山火#平安@西红四刺身 ?,yellow,0,7,7,20
3469,正义高密,08月18日 17:09,//weibo.com/5236472485/M1Cvg3aUb?refer_flag=1001030103_,#重庆涪陵山火得到有效控制#【突遇森林火灾如何自救？这份自救指南请收好】①判断风向，逆风方向才是逃生方向；②不要往山顶方向跑；③用湿毛巾捂住口鼻，选择植被稀疏的路线；④若不幸引火上身，踩灭火苗或翻滚把火苗压灭。自救招数只能提高生存几率，提醒：千万不要在森林防火高危期违反野外用火规定！#重庆涪陵山火仍在扑救中#L央视新闻的酷燃视频 收起d,blue,0,0,1,169
3470,香芋dgw,08月18日 17:09,//weibo.com/2928175921/M1CvftJh0?refer_flag=1001030103_,#重庆南川突发山火#??? ?,None,0,0,0,15
3471,现时温柔,08月18日 17:08,//weibo.com/6685347951/M1CvcwqHO?refer_flag=1001030103_,#重庆南川突发山火#快点降温吧 ?,None,0,0,0,17
3472,Peak丨captain,08月18日 17:08,//weibo.com/6062080437/M1Cv7a8hF?refer_flag=1001030103_,#重庆南川突发山火#山上有多热我真的深有体会，消防战士真的让人不得不敬佩。 ?,None,0,0,3,39
3473,HX疏雨,08月18日 17:08,//weibo.com/7575645972/M1Cv5nEbm?refer_flag=1001030103_,#重庆南川突发山火#昨天涪陵，今天南川，明天又是哪里啊 ?,None,0,0,0,29
3474,熙儿啊咿呀咿呀咿,08月18日 17:08,//weibo.com/7376517800/M1CuVCsVb?refer_flag=1001030103_,#重庆南川突发山火#三天两起山火，真的不要再热了，遭不住了 ?,None,0,3,0,31
3475,呆桃和狗崽崽85,08月18日 17:08,//weibo.com/5782199033/M1CuThU4S?refer_flag=1001030103_,#重庆南川突发山火##重庆夏天有多热# 论重庆有多热 ?,yellow,0,0,6,28
3476,起个好听的名字真的好难,08月18日 17:07,//weibo.com/3292954023/M1CuJhjgR?refer_flag=1001030103_,#重庆南川突发山火#天太热了，还不下雨 ?,ip,0,0,0,21
3477,JLKYY,08月18日 17:07,//weibo.com/6361717764/M1CuHuPcK?refer_flag=1001030103_,#重庆南川突发山火#噢莫噢莫，今天南川三个地方起火了都平平安安，快下雨吧 ?,yellow,0,2,1,38
3478,日照网,08月18日 17:06,//weibo.com/2603611447/M1CujdOy8?refer_flag=1001030103_,#重庆南川突发山火#【#重庆南川发布森林火险红色预警#】据央视新闻报道，8月18日10时左右，重庆市南川区南平镇突发森林大火，各相关部门、救援力量已陆续到达现场。另据中国国家应急广播报道，重庆市南川区森林草原防灭火指挥部办公室、重庆市南川区林业局、重庆市南川区气象局2022年8月18日11时30分联合继续发布“森林草原火险红色预警”信号，我区大部分乡镇已出现了5级森林火险气象等级，预计8月18日12时到25日20时全区各乡镇（街道）将持续5级以上森林火险气象等级。 收起d,blue,0,0,1,238
3479,绍兴消防119,08月18日 17:06,//weibo.com/3341088170/M1CuinS6T?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#【遇上森林草原火灾，该如何逃生自救？】春季风力大，空气干燥，森林草原火险等级较高，若不幸遇到森林草原火灾，请学会科学逃生！#蓝浙浙的微课堂# L浙江消防的微博视频 ?,blue,0,0,0,96
3480,阆中公安,08月18日 17:06,//weibo.com/5103377835/M1Cubf6h8?refer_flag=1001030103_,【直播：#重庆涪陵山火最新情况#】8月17日，重庆涪陵北山坪突发山火，火焰蔓延半边山坡，消防员奋力扑救，愿平安！重庆消防回应：仍在扑救过程中，暂无人员伤亡。关注#重庆涪陵山火仍在扑救中# ↓↓↓#平安归来刷屏涪陵消防评论区# L四川观察的微博视频 #涪陵山火# ?,blue,0,0,0,132
3481,鹤羿,08月18日 17:06,//weibo.com/2955822053/M1CuamZbd?refer_flag=1001030103_,#重庆南川突发山火#下雨下雨下雨????????? ?,None,0,0,0,27
3482,阆中公安,08月18日 17:06,//weibo.com/5103377835/M1Cu52STD?refer_flag=1001030103_,#涪陵山火直升机长江取水灭火#【直击涪陵山火：直升机参与灭火，居民连夜为救援人员送矿泉水】#涪陵居民连夜为救援人员送矿泉水#重庆市涪陵区荔枝街道、江北街道辖区山林8月17日晚相继发生火灾。涪陵区政府新闻办8月18日早上发布消息称，经过市、区消防力量全力扑救，江北街道所辖山林山火已得到有效控制，明火基本扑灭，无人员伤亡。过火面积和起火原因正在进一步调查核实中。澎湃新闻从涪陵区相关部门了解到，因为起火的山林坡势较陡，直升机在此次山火扑救中发挥了重要作用。多段现场视频显示，印有重庆应急字样的直升飞机在山火现场附近的长江江面取水，而后直奔起火点灭火。当地居民告诉澎湃：“直升机17日晚上就开始参与灭火，一直持续到18日早上。”山火发生后，涪陵区城区居民自发连夜为救援人员送矿泉水、面包等。其中一个商超老板搬空仓库百余件矿泉水送往救援现场。#重庆涪陵山火得到有效控制#O直击涪陵山火：直升机参与灭火，居民连夜为救援人员送矿泉水 L澎湃新闻的微博视频 收起d,blue,0,0,1,426
3483,右左左yx,08月18日 17:06,//weibo.com/2014989053/M1Cu1w8KT?refer_flag=1001030103_,#重庆南川突发山火# 祈祷平安 ?,None,0,0,1,17
3484,滁州消防,08月18日 17:05,//weibo.com/3271839350/M1CtPEG8h?refer_flag=1001030103_,#重庆南川突发山火# 【森林火灾如何逃生？】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险。 L安徽消防的微博视频 ???,blue,0,1,4,106
3485,小辛Cynthia4jc,08月18日 17:04,//weibo.com/1757393853/M1CtkltIe?refer_flag=1001030103_,#重庆南川突发山火##重庆多地发生山火# 2022.8.18 重庆涪陵蔺市对面的山也发生山火了 L小辛Cynthia4jc的微博视频 ?,None,1,4,18,68
3486,西安消防,08月18日 17:04,//weibo.com/5430428342/M1Cteam7U?refer_flag=1001030103_,【面对森林火灾应如何逃生自救？】#重庆南川突发山火#，如遇森林火灾，应如何逃生自救？戳长图↓↓了解自救互救小知识。 ???#蓝小西小课堂# ?,blue,0,0,0,71
3487,陈雨要开心呀,08月18日 17:04,//weibo.com/6243097544/M1Ctcshem?refer_flag=1001030103_,#重庆南川突发山火#涪陵的?还没灭完，希望重庆不要再高温了? ?,ip,0,0,1,32
3488,荆棘公主_Lily,08月18日 17:03,//weibo.com/7264476797/M1Ct9baFz?refer_flag=1001030103_,#重庆南川突发山火#对人类未来的生活感到担忧。虽然，这不是一个个体能解决的问题，现在我的担忧也不能阻止环境的恶化，只能在有限的时间里，按部就班地生活，偶尔仰望蓝天白云，星空银河，发出疑问：我是谁？从哪儿来？将去何处？带着这些疑问，一天一天地渡过白天和黑夜，怀抱“兵来将挡，水来土掩”之心，做一个平凡而普通的人。 收起d,None,0,0,0,159
3489,重庆消防,08月18日 17:03,//weibo.com/3353369022/M1Ct2CHaE?refer_flag=1001030103_,【#消防员为核酸检测点喷水降温#】近日，重庆北碚。刚扑灭完一起山火，出警归队途中遇到高速路口核酸检测点求助：太热了，麻烦帮忙浇下水。消防员立马安排拉出水带、装好水枪，开始为核酸检测点的3个活动房喷水、降温。#蓝V视界# @中国消防 @北碚消防 L重庆消防的微博视频 ?,blue,8,4,153,134
3490,石家庄消防,08月18日 17:03,//weibo.com/2337748750/M1Ct1rR6x?refer_flag=1001030103_,【#突遇森林火灾如何逃生#？】森林火灾变化莫测，需要时刻密切关注火场地形、植被、气象等因素的影响。面对突如其来的危险，人们应该立即避开危险环境，不盲目接近火线，注意观察现场情况，主动避开12~17时高温或大风等危险时段。遭遇森林火灾应避开哪些危险环境？戳视频了解↓↓#重庆南川突发山火# L应急管理部的微博视频 收起d,blue,1,0,0,159
3491,顾言camera,08月18日 17:03,//weibo.com/6587458821/M1CsXmZML?refer_flag=1001030103_,#重庆南川突发山火#一直有直升机飞过去救火，天太热了，南川还算重庆凉快的，消防员们辛苦了，愿平安归来 ?,None,0,0,0,52
3492,吉林森林消防,08月18日 17:03,//weibo.com/7079703736/M1CsWuQxa?refer_flag=1001030103_,#重庆南川突发山火#【这些森林火灾的现场，一幕幕看得揪心】森林火灾有多难灭？我们只希望不会再有人被火灾夺去生命。森林防火靠大家，一点火星也能毁了一片林。可以称我们为“最美逆行”，但别给我们“逆行”的机会?！#和王一博一起防范森林火灾# L广西消防的微博视频 ? ???,blue,0,0,2,134
3493,_Terrorblade-,08月18日 17:02,//weibo.com/5390313692/M1CsFD7Gx?refer_flag=1001030103_,#重庆南川突发山火#正好都在我做的两个项目附近，明天还约好施工单位去现场来着，希望早些灭火 ?,None,0,0,0,47
3494,viki小婧,08月18日 17:02,//weibo.com/1765004650/M1CsBtQtx?refer_flag=1001030103_,#重庆南川突发山火#昨天涪陵今天南川，这个高温快点下去吧，救援平安 ?,yellow,0,0,0,35
3495,攀枝花消防,08月18日 17:02,//weibo.com/3153465505/M1Csz4RC2?refer_flag=1001030103_,【森林防火应该注意啥？】森林防火，人人有责。你知道吗？大部分森林火灾都是人为原因造成的。进入林区时千万记得不携带火种、不在山上吸烟、不野炊烧烤、烧纸祭祀以及燃放烟花爆竹……更多知识戳视频，一定要记牢哦～ #重庆南川突发山火# ?L中国消防的微博视频 ?,blue,0,0,2,126
3496,东方大强923,08月18日 17:02,//weibo.com/7782410180/M1Csyg2GV?refer_flag=1001030103_,#重庆南川突发山火# 天哪！！平安平安！！！老天爷快下雨吧??????快遭不住了 ?,None,0,0,0,42
3497,科幻网官方,08月18日 17:02,//weibo.com/7574473521/M1CsqvDso?refer_flag=1001030103_,【重庆两天有两地发生山火，山火为何多发又难以扑灭？】据央视新闻报道，8月17日重庆涪陵区发生山火。8月18日上午，重庆南区又突发山火。山火频发，消防员不顾危险日日夜夜冲在前线令人揪心。山火为何会如此难扑灭？详情：O网页链接 ?,blue,0,0,0,113
3498,拆台CT,08月18日 17:02,//weibo.com/6059492811/M1Csp26z2?refer_flag=1001030103_,#重庆南川突发山火# 据央视新闻报道，8月18日10时左右，重庆市南川区南平镇突发森林大火，各相关部门、救援力量已陆续到达现场。另据南川发布通报，2022年8月18日10点26分许、13点37分许，南川区神童镇、三泉镇相继发生山火。南川区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散、暂无人员伤亡。过火面积和起火原因正在调查中。 L拆台CT的微博视频 收起d,gold,60,49,493,191
3499,南极冰氷冰,08月18日 17:01,//weibo.com/2930691773/M1Csh5BsV?refer_flag=1001030103_,#四川40℃以上停止户外露天作业#西湖暴雨，重庆山火。。。 ?,None,0,5,3,31
3500,一陳猫饼,08月18日 17:01,//weibo.com/6783036184/M1Csh4u17?refer_flag=1001030103_,#重庆南川突发山火#我也快燃了求求了，不要再热下去了 ?,yellow,0,0,0,28
3501,摆烂的myt,08月18日 17:01,//weibo.com/5935964543/M1Cs9EXTT?refer_flag=1001030103_,#重庆涪陵突发山火#服了啊 昨天涪陵今天南川 ?,None,0,0,0,24
3502,不二神兔永远爱玺宝,08月18日 17:01,//weibo.com/2901395643/M1Cs6usgA?refer_flag=1001030103_,#重庆南川突发山火#望平安 ?,None,0,0,0,15
3503,girlstory-多次婉拒实战,08月18日 17:01,//weibo.com/5304293707/M1Cs45uFq?refer_flag=1001030103_,#重庆南川突发山火#愿平安 ?,yellow,0,0,2,15
3504,AimlessSilence__,08月18日 17:01,//weibo.com/2562162771/M1Cs2gOb4?refer_flag=1001030103_,#重庆南川突发山火#平平安安??? ?,yellow,0,0,0,19
3505,酷酷葵崽,08月18日 17:00,//weibo.com/5674680032/M1CrVsX2X?refer_flag=1001030103_,#重庆南川突发山火#下周的雨可不可以这周下尊滴快热死了? ?,ip,0,0,0,30
3506,三人行nssn,08月18日 18:59,//weibo.com/7287061567/M1DeauuuN?refer_flag=1001030103_,#重庆南川突发山火#? ?,None,0,0,0,13
